fire_size
1
1
1
3
1
1
5
2
1
1
3
1
5
1
1
2
1
2
3
1
1
2
6
2
1
1
5
1
1
2
2
1
1
1
2
4
4
4
1
10
3
3
1
3
7
2
3
2
5
3
20
3
1
14
3
2
12
6
10
1
28
1
13
4
5
6
8
5
4
3
10
6
4
19
8
1
1
7
36
3
1
6
10
27
4
11
10
1
1
6
35
27
17
4
1
4
58
27
7
2
11
18
15
56
65
5
42
15
1
3
1
6
43
9
5
61
5
1
89
87
2
19
11
29
49
4
98
273
67
15
26
7
20
12
11
65
114
12
9
127
38
664
4
102
253
7
43
444
58
6
8
17
345
28
468
343
79
80
1011
712
397
814
4
3
1
66
61
1347
856
1141
17
7
659
935
984
456
78
1141
73
62
40
730
334
1
120
35
543
1
14
2718
937
344
93
181
752
642
1
29
221
32
1
200
8
2944
1
2
105
6
9
705
20
45
527
59
40
76
1
4
30
1049
322
2
1
2
2
31
643
890
1
488
3
3
2
77
1
1
685
71
300
2
13
266
1
35
48
51
8
1
53
46
35
6
8
56
1
4
124
410
3
2
1094
19
2
1
25
123
1
4
1
16
61
39
188
119
355
10
131
1
7
12
14
8
2
289
1210
17
1
37
6
2
34
1
1
3
2
29
1
265
21
32
2
1
13
34
19
1
57
1
17
5
172
1
2
6
57
6
8
1
13
7
3
2
174
2
1
4
1
103
43
9
9
1
373
26
1
9
11
41
71
220
22
110
91
2
1
178
11
187
542
60
71
4
100
1203
2
26
787
4
1
111
229
8
15
180
2284
1
6
23
12
60
2205
1
127
26
61
723
2
50
523
1
1
3
1483
136
17
3
331
10
13
5
19
2
255
685
464
2
2
1434
750
58
66
589
2
11
2
2
1807
3
40
3
17
7
5
132
81
299
89
124
5
350
1
4
6
374
9
4
6
67
11
21
1
4
1
69
1
12
2
7
1
240
19
506
5
256
177
1185
7
13
1
182
133
31
2
3
48
2357
2
1
38
134
463
378
2
287
54
32
2
5
2
4
9
407
134
2
2
33
626
1
19
18
259
1
3
29
189
6
3
7
18
574
179
9
5
1
56
4
1
326
10
207
4
313
43
360
232
6
5
53
1
249
565
1
5
213
122
19
11
8
43
2
2
61
60
157
21
3
56
84
599
1465
141
4
26
1
6
1381
219
83
125
71
3
3
43
183
1
37
4
22
79
1
30
3
12
13
447
5
1
174
105
2
1
5
23
1046
3
3
345
3
6
65
9
2
5
8
395
227
1
93
10
3
487
8
465
110
1
591
1
39
1102
3
961
189
3
16
1
823
4
226
67
1
45
10
1
4
387
91
259
39
268
401
31
1437
25
14
94
26
445
109
859
3
2
96
9
1356
11
2
18
43
1
3
234
5
93
284
1
49
64
10
65
23
444
1
26
4
251
19
22
834
7
97
1
32
142
41
1
83
38
5
15
8
1
291
776
937
49
5
20
332
146
327
4
1859
96
63
2
14
77
27
341
467
20
1
3
9
15
37
104
5
837
573
119
33
1002
34
201
2
378
1
352
85
134
16
2
11
7
17
1
3
67
136
4
19
34
10
2
104
2
659
227
12
3
873
94
16
1
174
432
1
1
5
48
257
105
105
378
35
260
470
95
15
69
5
398
319
1
1
365
16
2
291
1
4
