step,fire_size,cluster distr,mean tree density
0,[],"[1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 6, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1]",0.0975
1,[],"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 6, 1, 1, 6, 2, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 2, 1, 5, 1, 4, 2, 1, 1, 1, 1, 1, 1, 1, 3, 4, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 5, 1, 1, 2, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 2, 2, 1, 1, 1, 1, 3, 2, 3, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 4, 3, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 2, 1, 2, 1, 1, 7, 1, 1, 4, 1, 3, 3, 1, 2, 4, 2, 1, 1, 1, 1, 6, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 4, 4, 1, 1, 1, 1, 2, 1, 1, 1]",0.18625
2,[],"[1, 2, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 2, 2, 3, 2, 6, 1, 1, 7, 2, 7, 1, 1, 3, 1, 7, 1, 1, 1, 2, 1, 2, 6, 2, 1, 2, 1, 2, 1, 1, 2, 5, 1, 2, 2, 1, 1, 1, 1, 1, 3, 6, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 3, 1, 5, 1, 1, 2, 4, 1, 4, 4, 7, 2, 1, 1, 1, 1, 2, 1, 2, 4, 3, 2, 1, 1, 1, 1, 5, 2, 3, 4, 1, 2, 1, 1, 1, 2, 4, 1, 2, 1, 7, 2, 5, 4, 1, 4, 2, 6, 1, 5, 2, 1, 1, 6, 1, 1, 2, 1, 4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 4, 7, 1, 2, 2, 1, 1, 1, 1, 2, 1, 4, 1, 3, 7, 1, 1, 6, 3, 3, 1, 3, 6, 1, 3, 1, 1, 1, 1, 1, 10, 7, 1, 1, 4, 1, 1, 2, 1, 1, 1, 1, 4, 4, 4, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1]",0.26875
3,[],"[2, 2, 1, 1, 1, 1, 6, 1, 18, 1, 1, 1, 1, 1, 1, 1, 1, 10, 1, 10, 3, 1, 3, 2, 1, 2, 7, 1, 1, 3, 1, 12, 2, 1, 2, 8, 4, 2, 2, 1, 1, 7, 2, 5, 1, 2, 2, 1, 2, 1, 2, 6, 3, 2, 2, 1, 1, 9, 1, 1, 1, 1, 3, 7, 1, 1, 5, 1, 2, 1, 4, 6, 7, 2, 1, 1, 12, 1, 2, 1, 4, 4, 3, 3, 3, 7, 1, 5, 11, 4, 1, 2, 1, 1, 1, 8, 2, 1, 2, 1, 2, 6, 4, 1, 2, 7, 1, 3, 5, 7, 2, 4, 7, 1, 1, 1, 4, 4, 5, 1, 2, 1, 1, 2, 1, 1, 3, 1, 3, 19, 1, 6, 1, 1, 1, 1, 9, 2, 5, 1, 1, 3, 2, 13, 1, 4, 1, 3, 1, 1, 1, 3, 4, 1, 3, 21, 1, 1, 1, 1, 1, 3, 7, 1, 1, 1, 5, 1, 2, 2, 1, 1, 4, 4, 7, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2]",0.344375
4,[],"[2, 1, 2, 2, 1, 1, 1, 1, 1, 6, 1, 22, 1, 1, 1, 1, 1, 1, 1, 25, 1, 14, 1, 10, 1, 4, 1, 9, 1, 2, 1, 3, 2, 2, 2, 8, 4, 3, 1, 1, 7, 2, 5, 1, 2, 2, 1, 3, 1, 10, 6, 4, 5, 1, 17, 10, 1, 1, 1, 56, 3, 1, 2, 4, 1, 1, 1, 38, 23, 1, 2, 3, 3, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 2, 6, 4, 1, 1, 1, 6, 3, 9, 1, 3, 4, 7, 1, 1, 1, 3, 6, 1, 5, 1, 2, 2, 1, 2, 22, 42, 1, 3, 1, 5, 20, 2, 1, 3, 3, 4, 1, 4, 1, 1, 1, 4, 4, 1, 3, 31, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 5, 1, 3, 2, 1, 2, 6, 1, 4, 2, 1, 6, 1, 1, 1, 1, 1, 1, 1, 2, 1]",0.41625
5,[34],"[2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 7, 1, 43, 1, 1, 1, 1, 1, 32, 1, 11, 1, 6, 1, 22, 1, 12, 2, 5, 3, 1, 7, 2, 7, 1, 2, 2, 1, 26, 1, 25, 6, 5, 1, 1, 78, 3, 1, 1, 43, 1, 26, 3, 6, 3, 1, 1, 1, 1, 1, 1, 1, 7, 1, 6, 4, 1, 1, 6, 5, 3, 9, 1, 4, 7, 1, 7, 1, 36, 2, 1, 2, 2, 5, 2, 49, 1, 5, 31, 2, 3, 5, 4, 1, 1, 1, 1, 4, 1, 3, 1, 1, 1, 1, 1, 1, 3, 2, 2, 1, 1, 1, 9, 1, 3, 1, 9, 1, 4, 2, 4, 6, 1, 1, 1, 1, 1, 1, 2, 1]",0.47
6,[],"[2, 3, 2, 2, 3, 9, 3, 1, 116, 1, 1, 2, 1, 1, 1, 1, 2, 33, 11, 1, 32, 12, 12, 12, 1, 3, 7, 94, 1, 2, 1, 1, 1, 5, 6, 1, 79, 1, 1, 1, 3, 6, 3, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 6, 10, 5, 5, 107, 1, 4, 1, 9, 1, 2, 2, 5, 47, 1, 5, 1, 3, 5, 4, 1, 1, 1, 1, 1, 5, 2, 1, 1, 1, 1, 2, 14, 1, 1, 1, 1, 11, 10, 1, 5, 1, 5, 6, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1]",0.505625
7,[],"[2, 3, 2, 2, 2, 79, 1, 129, 1, 1, 2, 38, 1, 1, 2, 24, 1, 3, 7, 321, 1, 5, 6, 1, 1, 1, 1, 1, 3, 6, 1, 2, 1, 1, 1, 28, 1, 1, 8, 8, 1, 1, 2, 11, 49, 5, 5, 1, 1, 1, 1, 11, 2, 30, 1, 1, 1, 1, 1, 12, 1, 7, 9, 2, 3, 1, 5, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1]",0.549375
8,[],"[126, 2, 2, 3, 445, 131, 1, 1, 2, 1, 1, 2, 1, 3, 1, 5, 6, 1, 1, 1, 1, 3, 6, 1, 2, 1, 2, 1, 8, 1, 2, 11, 80, 5, 6, 1, 1, 1, 12, 30, 1, 1, 1, 7, 2, 3, 1, 1, 1, 1, 1, 2, 1]",0.58375
9,[],"[811, 6, 4, 2, 1, 2, 1, 2, 1, 3, 5, 1, 1, 3, 7, 1, 1, 2, 1, 8, 1, 14, 102, 5, 1, 1, 1, 1, 1, 1, 2, 4, 8, 1, 1]",0.629375
