step,fire_size,cluster distr,mean tree density
10,"[3, 4, 5, 2, 4, 1, 1, 24, 9]","[1, 8, 3, 2, 2, 1, 2, 1, 1, 4, 1, 1, 1, 1, 4, 1, 1, 2, 2, 1, 4, 3, 1, 1, 1, 3, 1, 1, 5, 1, 1, 1, 1, 2, 1, 1]",0.3025
11,"[1, 3, 5, 4, 6, 1]","[8, 3, 6, 1, 3, 1, 4, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 7, 1, 1, 1, 7, 1, 1, 1, 1, 3, 4, 1, 1, 1, 1]",0.23
12,"[18, 1, 2, 1, 1, 1]","[7, 2, 4, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 3, 4, 1, 1, 1, 8, 2, 1, 4, 1, 1, 2, 13, 1, 1, 3, 4, 1, 1, 3, 1, 1, 1]",0.275
13,"[1, 7, 2, 2, 4, 1, 25, 1, 7, 4, 3, 1]","[7, 2, 1, 1, 2, 1, 1, 3, 1, 1, 1, 2, 1, 1, 2, 4, 1, 1, 1, 1, 3, 5, 1, 1, 1, 1, 4, 1, 4, 3, 1, 1, 2]",0.3025
14,"[8, 2, 20, 2, 7, 4, 1, 2]","[1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 4, 1, 6, 1, 1, 2, 1, 8, 1, 1, 1, 1, 1, 1, 1, 5, 1, 4, 1, 1, 1, 2]",0.2675
15,"[1, 4, 1, 14, 2, 1, 8, 1]","[3, 1, 1, 2, 1, 2, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 5, 1, 1, 1, 1, 4, 1, 2, 1, 1, 1, 1, 2]",0.2325
16,"[5, 4, 2, 1, 1, 1, 2, 5, 4]","[1, 1, 1, 5, 4, 1, 2, 3, 1, 2, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 3, 1, 2, 2, 1, 2, 1, 1, 1, 1, 4, 1, 1, 2, 1, 2]",0.24
17,"[6, 2, 3, 4, 6, 1, 1]","[1, 1, 1, 1, 4, 2, 1, 1, 2, 4, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 4, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 4, 1, 1, 3, 2, 2, 1, 1, 1, 1, 4, 1, 2, 1, 2]",0.245
18,"[2, 4, 3, 2, 1, 5, 1, 2, 2, 5]","[1, 4, 1, 3, 1, 3, 1, 2, 1, 4, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 4, 1, 2, 3, 2, 2, 2, 1, 1, 5, 1, 1, 3, 2, 4, 1, 2, 1, 2, 2, 1, 4, 1, 2, 1, 1, 2]",0.2875
19,"[1, 4, 1, 1, 1, 2, 5, 1, 4]","[1, 1, 1, 1, 1, 8, 3, 1, 1, 2, 5, 1, 1, 1, 2, 2, 1, 1, 1, 2, 17, 1, 1, 2, 1, 1, 2, 2, 1, 4, 1, 1, 1, 2, 9, 1, 2, 1, 1, 3, 2, 4, 2, 1, 3]",0.3075
20,"[2, 5, 1, 3, 2, 17, 1, 3, 2, 1, 1]","[1, 2, 4, 1, 1, 1, 14, 4, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 2, 3, 1, 1, 3, 1, 1, 4, 1, 1, 2, 14, 1, 3, 1, 1, 3, 2, 1, 3, 1]",0.325
21,"[4, 4, 14, 1, 2, 2, 2, 4, 1, 4, 11]","[1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 11, 6, 1, 1, 3, 1, 1, 1, 19, 1, 1, 1, 1, 5, 1, 1, 4, 1, 1]",0.3275
22,"[3, 3, 1, 3, 25, 1]","[1, 2, 1, 4, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 2, 3, 2, 2, 1, 12, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9, 1, 1, 1, 1, 4, 1, 1, 1, 1]",0.2975
23,"[2, 5, 1, 5, 17, 1, 1, 3]","[1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 2, 1, 1, 3, 1, 4, 5, 1, 7, 1, 1, 2, 1, 1, 3, 1, 1, 2, 2, 1, 1, 2, 1, 10, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1]",0.29
24,"[1, 1, 3, 5, 9, 5, 1, 1]","[1, 2, 1, 1, 4, 1, 1, 1, 2, 1, 1, 1, 5, 3, 6, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 2, 1, 2, 1, 1, 3, 1, 1, 1, 3, 1, 12, 1, 1, 1, 1, 4, 2, 1, 1, 1]",0.285
25,"[15, 1, 6, 1, 2, 2, 3, 11, 13, 1, 2, 1]","[1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 11, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1]",0.295
26,"[1, 16, 1, 1, 2, 1, 5, 2]","[1, 1, 4, 1, 2, 1, 2, 1, 4, 1, 2, 2, 2, 2, 1, 2, 9, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1]",0.2325
27,"[2, 6, 1, 3, 3, 1, 1, 1, 1, 1, 3, 3]","[1, 1, 4, 2, 7, 1, 1, 1, 1, 1, 3, 2, 1, 2, 1, 9, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]",0.215
28,"[2, 1, 5, 1, 3, 1, 1, 1]","[1, 1, 4, 1, 4, 8, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 10, 1, 2, 1, 2, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 2, 2, 2, 1, 2, 1]",0.245
29,"[4, 2, 3, 1, 10, 3, 3, 2, 2, 1]","[5, 4, 2, 8, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 6, 1, 1, 2, 1, 3, 1, 1, 1, 2, 1, 3, 1, 1, 1, 2, 1, 4, 2]",0.2625
30,"[1, 3, 9, 1, 1, 2, 1, 3, 2, 2]","[6, 4, 4, 1, 1, 4, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 8, 1, 6, 1, 2, 2, 1, 1, 3, 1, 1, 1, 1, 2, 6, 2, 1]",0.2575
31,"[10, 2, 4, 1, 9, 7, 2, 10]","[6, 5, 1, 1, 2, 1, 2, 1, 3, 1, 1, 1, 4, 1, 1, 2, 2, 1, 1, 1, 2, 3, 1, 2, 1, 1, 1, 1, 4, 1, 1, 1, 1, 2, 1, 2, 1, 1]",0.275
32,"[6, 13, 9, 3, 2, 2]","[1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 4, 1, 2, 1, 9, 4, 1, 4, 1, 5, 1, 1, 1, 3, 5, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1]",0.2725
33,"[1, 1, 24, 11, 3]","[1, 3, 1, 2, 1, 4, 1, 2, 1, 3, 1, 1, 3, 1, 5, 1, 1, 2, 1, 2, 1, 1, 14, 1, 2, 1, 7, 1, 1, 3, 1, 2, 2, 3]",0.2925
34,"[2, 4, 8, 3, 26]","[2, 3, 11, 2, 3, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 4, 3, 3, 4, 2, 1, 3, 1, 1]",0.285
35,"[5, 2, 1, 11, 2, 5, 1, 4, 4, 1]","[1, 2, 1, 3, 4, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 2, 1, 4, 1, 2, 1, 2, 1, 2, 1, 1, 2, 2, 1, 4, 1, 3, 4, 2, 1, 1, 1, 1, 1]",0.255
36,"[7, 3, 3, 1, 1, 3, 2, 3, 1, 2, 16, 2, 4, 2]","[1, 1, 1, 1, 5, 1, 1, 1, 2, 1, 1, 2, 1, 5, 3, 1, 8, 3, 1, 5, 2, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1]",0.2775
37,"[1, 1, 5, 4, 6, 18, 1, 1]","[1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 3, 2, 3, 1, 1, 6, 3, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1]",0.255
38,"[5, 1, 4, 5, 2, 1, 1, 1]","[2, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 3, 3, 1, 3, 1, 1, 6, 1, 1, 3, 1, 7, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 4, 1, 1, 1, 1]",0.2425
39,"[4, 1, 3, 9, 1, 3, 3, 7, 1, 1, 2]","[3, 1, 1, 1, 2, 1, 1, 1, 1, 3, 4, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 2, 1, 1, 3, 1, 1, 5, 1, 1, 1, 4, 1, 1]",0.25
40,"[5, 1, 1, 7, 1, 1, 1, 7, 7, 3, 4]","[4, 4, 1, 2, 1, 1, 3, 4, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 5, 1, 3, 1]",0.23
41,"[2, 2, 2, 5, 1, 1, 2, 1, 5, 3]","[5, 1, 1, 1, 4, 1, 1, 1, 1, 5, 4, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 5, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.205
42,"[1, 5, 7, 1, 1, 2, 1]","[13, 1, 1, 5, 1, 1, 4, 2, 3, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1]",0.215
43,"[13, 5, 1, 1, 7, 1, 2, 3, 1, 4, 5, 4]","[1, 2, 1, 1, 1, 1, 1, 4, 1, 4, 2, 1, 2, 2, 1, 1, 1, 1, 4, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1]",0.26
44,"[1, 4, 2, 5, 9, 1, 6, 1, 1]","[1, 2, 3, 2, 1, 1, 1, 1, 1, 2, 1, 5, 1, 5, 2, 1, 1, 2, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1]",0.2475
45,"[6, 1, 2, 5, 2, 2, 7, 4, 1, 4, 2]","[1, 3, 3, 2, 1, 4, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 4, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1]",0.2575
46,"[3, 2, 1, 3, 2, 2, 3, 1, 2]","[1, 3, 7, 4, 1, 1, 1, 1, 1, 1, 2, 1, 1, 7, 1, 3, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 3, 4, 1, 2, 1, 1, 1, 1, 2, 1]",0.2425
47,"[7, 3, 1, 2, 5, 12, 5, 2, 2, 10]","[1, 2, 4, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 3, 2, 1, 1, 2, 1, 1, 4, 1, 1, 1, 1, 1]",0.26
48,"[1, 1, 5]","[1, 11, 1, 1, 4, 1, 2, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 4, 3, 1, 1, 6, 1, 2, 2, 3, 2, 3, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1]",0.2275
49,"[13, 3, 7, 1, 1, 1, 7, 7, 1, 2, 2]","[1, 1, 1, 4, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 8, 7, 1, 1, 2, 1, 3, 1, 2, 1, 1, 2, 1, 3, 1, 1, 2, 3, 1, 1, 1, 1]",0.29
50,"[1, 2, 4, 5, 2, 2, 5, 7, 4, 6, 1, 2, 5]","[1, 1, 4, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 11, 2, 1, 1, 3, 2, 2, 1, 1, 3, 1, 1, 1, 1, 2, 2, 1, 1]",0.2725
51,"[4, 1, 9, 12, 1, 1, 2]","[1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 3, 1, 1, 2, 1, 2, 1, 1, 1, 2, 3, 1, 2, 3, 1, 3, 1, 5, 1, 1, 1, 1, 2, 1, 1, 1]",0.245
52,"[1, 6, 3, 2, 4, 2, 8, 3]","[1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 7, 1, 2, 1, 1, 2, 1, 1]",0.23
53,"[6, 2, 1, 1, 2, 4, 1, 1, 4, 1]","[1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 4, 1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 4, 2, 1, 14, 1, 5, 1, 1, 2, 1, 3]",0.25
54,"[2, 1, 1, 8, 7, 3, 5, 16, 1]","[1, 3, 1, 2, 1, 1, 4, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 4, 3, 3, 1, 3, 1, 4, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 3]",0.2825
55,"[3, 2, 22, 3, 3, 2, 3]","[1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 2, 2, 1, 1, 4, 1, 3, 1, 4, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 2, 1, 1, 3, 1]",0.255
56,"[1, 5, 2, 3, 13, 3, 1, 1, 5]","[1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 3, 1, 1, 3, 2, 3, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 4, 1, 4, 1, 1, 1, 1, 1, 1, 1]",0.25
57,"[3, 3, 2, 2, 1, 5, 3, 1]","[8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 3, 3, 3, 1, 1, 1, 1, 1, 2, 2, 1, 2, 1, 2, 1, 1, 2, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.2375
58,"[2, 1, 11]","[11, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 6, 1, 7, 1, 1, 5, 1, 3, 3, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 6, 3, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1]",0.275
59,"[11, 1, 2, 7, 2, 3, 8, 3, 1, 12, 7, 1, 1, 1]","[1, 1, 2, 1, 1, 2, 1, 1, 6, 1, 1, 5, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 2, 3, 1, 2, 3, 1, 1, 1]",0.305
60,"[14, 3, 3, 4, 1, 2, 8]","[1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 7, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 2, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 4, 2, 1, 1, 1]",0.25
61,"[2, 8, 4, 1, 5, 1, 2, 4, 2]","[1, 2, 1, 1, 2, 4, 3, 5, 1, 1, 4, 1, 1, 2, 1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 4, 1, 2, 1, 1, 1, 1, 1, 1, 1, 4, 1, 4, 1, 1, 1]",0.245
62,"[3, 1, 7, 1, 3, 3, 2, 1, 1, 4, 10]","[1, 2, 3, 4, 1, 4, 8, 2, 2, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 4, 3, 2, 1, 1, 1, 1, 5, 1, 1, 1]",0.2625
63,"[1, 2, 9, 1, 6, 1, 4, 2, 1, 4]","[4, 4, 2, 11, 1, 1, 1, 2, 2, 1, 2, 2, 6, 1, 2, 2, 2, 1, 1, 1, 1, 4, 4, 1, 4, 1, 1, 5, 1]",0.255
64,"[17, 4, 1, 7, 1, 5, 4, 1]","[4, 5, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 2, 2, 2, 1, 1, 2, 1, 2, 5, 1, 3, 4, 2, 7, 1]",0.255
65,"[5, 10, 3, 1, 1, 1, 4, 1, 2, 1, 2, 2]","[1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 3, 1, 1, 2, 1, 6, 5, 1, 4, 1, 2, 1, 7, 1, 1, 1]",0.22
66,"[1, 5, 1, 5, 8]","[1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 2, 1, 1, 2, 1, 2, 2, 3, 1, 1, 6, 1, 1, 1, 6, 3, 2, 1, 2, 1, 2, 1]",0.21
67,"[1, 2, 1, 4, 1, 3, 2, 6, 2, 3, 1]","[2, 1, 2, 4, 1, 1, 1, 1, 1, 1, 2, 1, 3, 3, 3, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 3, 1, 1, 10, 1, 1, 1, 1, 5, 1, 1, 2, 2, 1, 1, 2, 1]",0.2525
68,"[5, 4, 1, 3, 11, 6, 1, 1]","[1, 3, 1, 3, 1, 2, 1, 1, 1, 4, 1, 3, 3, 2, 1, 1, 1, 1, 1, 2, 1, 1, 3, 2, 3, 3, 2, 1, 1, 1, 3, 2, 1, 1, 2, 1, 1, 2, 1, 2, 2, 1, 1]",0.26
69,"[4, 2, 1, 2, 1, 1, 11, 2, 8, 3, 2, 2]","[1, 1, 3, 1, 2, 1, 2, 5, 1, 3, 3, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1]",0.23
70,"[1, 2, 3, 5, 2, 2, 2, 1]","[1, 3, 1, 1, 1, 1, 7, 1, 1, 1, 1, 3, 5, 1, 1, 3, 3, 1, 1, 3, 2, 5, 1, 1, 1, 1, 1, 1, 2, 1, 1, 8, 1, 1, 1, 1, 1]",0.22
71,"[7, 2, 5, 10, 3, 3, 2, 11]","[1, 4, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 4, 1, 1, 2, 5, 2, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1]",0.2375
72,"[2, 1, 1, 1, 1, 8, 2]","[7, 3, 2, 4, 1, 1, 2, 1, 2, 1, 1, 1, 1, 5, 1, 1, 1, 2, 3, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 2]",0.2125
73,"[3, 7, 1, 3, 2, 5, 2, 1, 1]","[9, 9, 4, 1, 6, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 4, 1, 4, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 2]",0.235
74,"[17, 10, 7, 4, 1, 10, 1]","[1, 1, 2, 2, 1, 2, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 2, 2, 1, 2]",0.2625
75,"[2, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 4]","[1, 1, 2, 2, 2, 1, 2, 1, 1, 1, 2, 3, 1, 1, 1, 4, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 4, 1, 2, 1, 2]",0.215
76,"[2, 4, 5, 1, 3, 3, 4]","[1, 1, 1, 1, 2, 2, 5, 2, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 4, 1, 5, 1, 2, 6, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 2]",0.255
77,"[1, 2, 1, 2, 2, 1, 1, 2, 3, 1, 1, 5, 1]","[1, 4, 6, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 1, 1, 1, 1, 4, 1, 12, 1, 1, 2, 8, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 2, 1]",0.2725
78,"[2, 1, 14, 2, 4, 8, 5]","[1, 1, 5, 6, 4, 2, 2, 2, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 5, 1, 2, 4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1]",0.27
79,"[7, 9, 2, 5, 1, 2, 2, 1, 9, 1, 7, 1]","[1, 1, 1, 1, 7, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 5, 1, 2, 2, 3, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1]",0.28
80,"[4, 1, 2, 1, 5, 7, 2, 2]","[1, 1, 4, 7, 1, 3, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1, 1, 2]",0.225
81,"[6, 1, 1, 3, 1, 2, 2]","[2, 1, 4, 1, 1, 2, 8, 1, 3, 1, 1, 2, 1, 1, 2, 1, 1, 9, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1]",0.24
82,"[2, 1, 8, 14, 1, 1, 5, 1]","[2, 1, 4, 1, 1, 2, 4, 1, 4, 1, 2, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 1, 3, 2, 1, 1, 4, 1, 1, 2]",0.26
83,"[7, 1, 2, 11, 8, 1, 3]","[2, 1, 4, 1, 1, 2, 6, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1]",0.25
84,"[6, 6, 5, 1]","[2, 1, 8, 2, 1, 3, 5, 1, 1, 2, 1, 4, 4, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 4, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 2, 1, 6, 1, 1, 1, 1]",0.2425
85,"[11, 9, 2, 4, 1, 2, 12, 6, 2, 4, 2, 7]","[2, 1, 1, 1, 2, 5, 1, 1, 1, 1, 1, 2, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2]",0.2725
86,"[1, 1, 1, 1, 2, 2, 2]","[2, 3, 1, 3, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 2, 1, 2, 1, 1, 5, 2, 2, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 4, 1, 1]",0.195
87,"[4, 3, 6, 1, 5, 1, 2]","[5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 4, 3, 1, 1, 1, 2, 1, 5, 2, 2, 2, 1, 1, 1, 5, 1, 3, 1, 3, 1, 3, 2, 5, 2, 1]",0.255
