step,fire_size,cluster distr,mean tree density
0,[],"[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0725
1,[],"[1, 1, 1, 1, 3, 1, 1, 2, 8, 2, 2, 1, 3, 1, 3, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]",0.1575
2,[],"[1, 5, 1, 1, 1, 1, 1, 3, 3, 9, 1, 2, 2, 1, 5, 1, 1, 2, 1, 3, 3, 1, 1, 1, 1, 1, 2, 4, 1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1]",0.24
3,[],"[1, 6, 1, 1, 1, 1, 1, 5, 1, 3, 9, 1, 1, 2, 2, 3, 5, 1, 1, 4, 2, 2, 1, 1, 4, 1, 1, 1, 1, 1, 3, 2, 4, 1, 6, 2, 1, 1, 1, 1, 1, 1, 1, 9, 2, 6, 1, 1, 1, 2, 6, 2, 3, 1, 1]",0.3125
4,[],"[1, 8, 1, 1, 1, 1, 5, 4, 3, 10, 1, 3, 2, 3, 1, 5, 1, 2, 1, 9, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 2, 4, 1, 16, 2, 1, 1, 1, 1, 1, 1, 1, 9, 2, 9, 1, 1, 2, 2, 3, 1, 2, 1, 1, 1]",0.3675
5,[],"[1, 10, 1, 7, 1, 1, 5, 21, 2, 2, 3, 2, 10, 1, 2, 9, 2, 2, 1, 1, 1, 1, 1, 1, 2, 4, 3, 20, 1, 4, 2, 1, 1, 1, 1, 1, 1, 1, 9, 2, 11, 1, 1, 3, 2, 3, 1, 2, 1, 1, 1]",0.4225
6,[],"[1, 1, 10, 1, 8, 24, 1, 5, 2, 2, 3, 2, 67, 6, 2, 1, 1, 1, 1, 1, 1, 3, 5, 2, 1, 1, 1, 1, 1, 1, 15, 2, 1, 2, 3, 1, 2, 1, 1, 1]",0.465
7,[],"[1, 1, 47, 13, 1, 2, 85, 2, 7, 2, 1, 1, 1, 8, 22, 2, 1, 1, 1, 2, 1, 4, 2, 2, 1, 1, 1]",0.5325
8,[],"[1, 1, 48, 15, 1, 2, 131, 7, 1, 1, 9, 1, 1, 2, 2, 2, 1, 2, 1]",0.5725
9,[],"[1, 236, 1, 1, 2, 1, 1, 1, 2, 2, 2, 1]",0.6275
