step,fire_size,cluster distr,mean tree density
0,[],"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1]",0.1025
1,[1],"[1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 11, 1, 1, 1, 1, 3, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1]",0.1775
2,[],"[1, 3, 1, 2, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 4, 2, 2, 1, 4, 1, 3, 1, 1, 3, 1, 1, 1, 1, 1, 4, 8, 1, 14, 1, 1, 1, 6, 2, 1, 1, 1, 1, 1, 1, 2, 1]",0.2725
3,[],"[1, 1, 4, 1, 4, 1, 1, 1, 1, 1, 5, 1, 12, 1, 3, 4, 1, 8, 1, 1, 4, 1, 25, 1, 3, 1, 1, 2, 1, 1, 2, 1, 1, 1, 4, 8, 1, 1, 1, 1, 1, 8, 2, 1, 1, 1, 1, 1, 1, 2, 1]",0.335
4,[],"[1, 1, 5, 1, 4, 1, 1, 1, 23, 1, 5, 1, 4, 3, 4, 2, 1, 1, 5, 1, 1, 28, 2, 3, 1, 1, 1, 2, 1, 1, 1, 5, 1, 9, 1, 1, 9, 1, 1, 1, 1, 11, 1, 2, 1, 1, 1, 1, 1, 1, 1]",0.3975
5,[],"[3, 2, 8, 12, 1, 1, 1, 31, 4, 5, 4, 3, 6, 1, 1, 1, 1, 31, 2, 3, 1, 2, 1, 1, 5, 1, 12, 1, 1, 10, 1, 1, 1, 1, 1, 11, 1, 4, 1, 1, 1, 1, 1]",0.455
6,[],"[4, 2, 8, 14, 1, 1, 1, 39, 9, 8, 4, 3, 1, 1, 36, 3, 18, 1, 1, 21, 1, 1, 1, 1, 1, 12, 1, 6, 1, 1, 1, 1, 1]",0.5125
7,[],"[2, 6, 2, 40, 1, 81, 9, 8, 54, 3, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1]",0.56
8,[211],"[3, 6, 2, 9, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.6075
9,[],"[13, 7, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 4, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1]",0.1775
10,[],"[24, 2, 2, 1, 1, 1, 4, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 5, 4, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 4, 4, 2, 1, 1, 1, 1, 1]",0.255
11,[],"[24, 4, 4, 1, 1, 2, 10, 5, 1, 1, 2, 1, 1, 1, 3, 1, 5, 6, 3, 1, 1, 1, 1, 1, 1, 1, 7, 2, 1, 1, 1, 1, 1, 1, 5, 2, 1, 1, 4, 1, 1, 2, 1, 4, 12, 2, 3, 1, 1]",0.3475
12,[],"[33, 4, 5, 1, 1, 3, 18, 1, 2, 1, 2, 1, 1, 1, 6, 1, 3, 1, 3, 1, 1, 2, 1, 3, 1, 3, 1, 8, 2, 1, 1, 1, 1, 6, 1, 2, 7, 1, 4, 8, 1, 1, 1, 12, 3, 1, 1]",0.41
13,[],"[37, 4, 1, 6, 1, 1, 26, 7, 2, 3, 2, 1, 1, 1, 1, 25, 1, 3, 1, 4, 1, 1, 3, 1, 8, 2, 1, 10, 1, 6, 1, 8, 1, 1, 13, 4, 1, 1]",0.48
14,[],"[49, 6, 1, 7, 1, 27, 11, 5, 1, 1, 1, 26, 4, 1, 1, 1, 3, 1, 12, 2, 3, 21, 6, 1, 1, 13, 4, 1, 1]",0.53
15,[],"[80, 15, 1, 8, 1, 109, 11, 1, 1, 1, 1, 3, 1, 1, 1]",0.5875
16,[],"[225, 1, 8, 1, 1, 1, 1, 1, 3, 1, 1, 1]",0.6125
17,[],"[250, 1, 1, 1, 1, 1, 1, 1, 1]",0.645
18,[],"[269, 1, 1, 1, 1]",0.6825
19,[288],"[1, 1, 1, 1, 1]",0.7325
20,[],"[2, 1, 1, 4, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1]",0.0975
21,[],"[1, 2, 3, 1, 2, 1, 1, 4, 2, 1, 1, 2, 1, 1, 4, 2, 1, 1, 4, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 2, 1, 1]",0.1675
22,[],"[2, 2, 1, 2, 4, 1, 2, 1, 1, 4, 2, 2, 1, 1, 1, 1, 4, 1, 1, 4, 3, 1, 1, 1, 7, 1, 1, 2, 1, 1, 1, 1, 1, 4, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 2, 1, 1, 4, 6, 2, 2, 1]",0.2625
23,[],"[3, 8, 1, 3, 6, 1, 1, 1, 1, 2, 5, 2, 1, 1, 1, 10, 1, 8, 4, 1, 9, 1, 1, 1, 1, 2, 1, 8, 1, 2, 1, 1, 3, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 4, 1, 1, 2, 1, 1, 4, 4, 7, 2, 2]",0.34
24,[],"[13, 1, 3, 7, 1, 1, 1, 1, 1, 1, 24, 1, 2, 1, 1, 1, 8, 4, 1, 9, 1, 1, 1, 1, 9, 1, 8, 1, 1, 5, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 13, 1, 1, 1, 3, 1, 2, 5, 4, 2, 2]",0.4
25,[],"[18, 4, 43, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 8, 1, 14, 1, 14, 17, 1, 7, 1, 1, 1, 1, 1, 1, 1, 15, 1, 1, 1, 1, 3, 2, 10, 2, 4, 2]",0.47
26,[],"[23, 4, 44, 1, 1, 1, 1, 1, 1, 1, 1, 1, 8, 1, 14, 1, 32, 1, 10, 1, 1, 5, 1, 1, 1, 15, 1, 1, 3, 2, 10, 2, 4, 2]",0.4925
27,[],"[167, 4, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 5, 12, 1, 1, 1, 3, 2, 2, 4, 2]",0.54
28,[],"[196, 1, 1, 1, 2, 6, 16, 1, 7, 2, 6, 6]",0.6125
29,[219],"[1, 1, 1, 2, 17, 1, 7, 2, 6]",0.6425
