step,fire_size,cluster distr,mean tree density
0,[],"[1, 3, 1, 1, 2, 2, 1, 1, 1, 3, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1]",0.1025
1,[],"[1, 1, 3, 4, 1, 2, 1, 5, 2, 3, 2, 1, 1, 1, 5, 1, 4, 1, 1, 2, 1, 1, 1, 1, 4, 4, 2, 1, 3, 1, 1, 1, 1, 4, 1, 1, 2, 1, 2, 2, 1, 1, 3, 1]",0.2075
2,[1],"[2, 1, 1, 1, 17, 4, 1, 2, 4, 4, 4, 1, 1, 1, 1, 1, 4, 3, 1, 2, 1, 1, 1, 1, 1, 4, 4, 2, 1, 6, 1, 1, 1, 4, 6, 6, 1, 1, 2, 1, 1, 2, 2, 2, 1, 5, 1]",0.2925
3,"[18, 6]","[3, 1, 1, 1, 10, 1, 1, 2, 4, 4, 1, 1, 1, 1, 1, 10, 3, 2, 1, 2, 5, 1, 1, 3, 1, 4, 1, 6, 5, 1, 1, 1, 7, 6, 3, 1, 2, 1, 2, 3, 2, 2, 1]",0.3375
4,"[2, 3]","[3, 4, 1, 1, 10, 1, 4, 10, 2, 1, 1, 1, 1, 1, 12, 8, 4, 1, 5, 1, 1, 1, 4, 4, 7, 1, 1, 21, 1, 6, 2, 2, 1, 1, 3, 3, 4, 2, 1, 1]",0.36
5,[14],"[3, 4, 1, 1, 2, 3, 4, 16, 2, 1, 1, 1, 1, 12, 50, 1, 2, 2, 5, 1, 1, 1, 1, 4, 1, 1, 1, 6, 3, 2, 6, 1, 4, 2, 1, 2, 1]",0.4125
6,[5],"[7, 4, 1, 1, 3, 5, 1, 18, 1, 2, 1, 1, 1, 1, 12, 54, 1, 2, 1, 5, 1, 1, 2, 1, 4, 1, 1, 1, 1, 6, 3, 2, 8, 4, 2, 1, 2, 1]",0.4225
7,[84],"[8, 4, 24, 1, 3, 5, 1, 1, 2, 1, 1, 1, 1, 8, 1, 1, 5, 1, 1, 1, 1, 1, 1, 4, 7, 2, 8, 2, 2, 1, 2, 1]",0.4675
8,[],"[8, 34, 3, 6, 1, 1, 2, 2, 1, 1, 1, 1, 1, 8, 1, 1, 1, 1, 1, 1, 7, 1, 1, 2, 1, 1, 1, 1, 1, 13, 1, 1, 9, 2, 2, 3, 2, 1, 3, 2]",0.3275
9,[],"[8, 49, 3, 1, 6, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 16, 1, 2, 10, 1, 2, 2, 1, 1, 3, 2, 1, 1, 3, 3]",0.37
10,"[63, 9]","[3, 2, 11, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 2, 1, 20, 1, 1, 10, 1, 2, 1, 2, 2, 1, 1, 3, 2, 5, 1, 3]",0.4175
11,[4],"[2, 1, 2, 1, 15, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 4, 1, 2, 1, 27, 2, 1, 1, 11, 1, 2, 4, 3, 1, 2, 3, 6, 1, 1, 3]",0.3275
12,[],"[2, 1, 2, 1, 1, 18, 4, 1, 1, 2, 2, 3, 5, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 3, 3, 1, 2, 4, 1, 2, 2, 1, 1, 32, 2, 2, 1, 1, 3, 14, 7, 6, 6, 1, 1, 3]",0.385
13,[1],"[2, 1, 1, 3, 4, 5, 1, 22, 1, 1, 2, 2, 3, 6, 1, 1, 1, 2, 1, 1, 2, 2, 3, 3, 1, 2, 1, 1, 4, 1, 5, 2, 1, 2, 52, 2, 9, 1, 6, 4, 6, 1, 1]",0.435
14,[],"[3, 2, 8, 3, 4, 1, 22, 2, 2, 1, 2, 2, 1, 3, 12, 1, 4, 1, 2, 1, 2, 5, 9, 1, 74, 2, 2, 9, 1, 7, 4, 6, 1, 1]",0.5025
15,[],"[3, 2, 8, 1, 6, 4, 1, 27, 2, 1, 2, 2, 13, 1, 3, 1, 4, 1, 2, 8, 1, 9, 1, 89, 2, 2, 9, 6, 6]",0.5425
16,[150],"[3, 17, 1, 6, 4, 1, 27, 1, 3, 1, 3, 1, 9, 1, 7]",0.5875
17,[],"[3, 24, 1, 4, 1, 27, 1, 3, 1, 1, 1, 14, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1]",0.2525
18,[34],"[33, 1, 2, 1, 3, 2, 1, 1, 1, 16, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 3, 1, 1, 2, 1, 1, 1, 9, 1, 1, 1]",0.325
19,[],"[37, 1, 2, 4, 1, 3, 3, 1, 1, 1, 19, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9, 1, 2, 1, 2, 3, 2, 1, 12, 1, 1, 1, 1, 1, 1, 1]",0.305
20,[],"[40, 3, 2, 1, 2, 1, 7, 1, 2, 3, 3, 20, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 11, 1, 2, 1, 2, 3, 1, 4, 4, 15, 1, 1, 1, 1, 1]",0.385
21,[],"[42, 4, 2, 2, 1, 1, 1, 2, 1, 10, 1, 2, 3, 23, 3, 4, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 11, 1, 2, 1, 12, 3, 1, 17, 1, 1, 1, 4, 1, 1]",0.435
22,[12],"[44, 4, 2, 2, 2, 17, 1, 2, 1, 12, 3, 27, 6, 1, 1, 1, 1, 1, 1, 1, 2, 1, 37, 1, 2, 2, 1, 1, 1, 4, 1, 1]",0.49
23,[1],"[99, 1, 4, 2, 2, 3, 18, 1, 8, 1, 1, 1, 1, 1, 3, 1, 2, 1, 38, 2, 1, 4, 3, 1, 1, 4, 1, 1, 1]",0.52
24,[114],"[1, 4, 2, 2, 3, 18, 5, 1, 1, 1, 1, 3, 2, 3, 2, 40, 5, 2, 1, 3, 1, 1, 1, 4, 1, 1, 1]",0.56
25,[1],"[1, 5, 2, 2, 3, 19, 7, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 3, 2, 3, 44, 5, 3, 3, 5, 4, 1, 1]",0.335
26,"[2, 73]","[15, 6, 3, 23, 2, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 4, 3, 1, 4, 1, 1, 3, 1, 2, 3, 3, 3]",0.4175
27,[25],"[23, 3, 1, 2, 2, 1, 6, 1, 1, 1, 2, 1, 1, 1, 1, 1, 4, 3, 1, 1, 3, 5, 1, 1, 4, 3, 2, 3, 1, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1]",0.2975
28,[],"[25, 5, 1, 2, 1, 3, 1, 8, 1, 1, 1, 1, 2, 1, 1, 4, 1, 5, 1, 1, 3, 1, 2, 3, 10, 1, 4, 3, 2, 3, 4, 5, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1]",0.305
29,[],"[1, 28, 5, 1, 1, 2, 1, 1, 1, 3, 1, 13, 1, 5, 1, 1, 1, 1, 7, 1, 1, 4, 21, 1, 7, 1, 3, 7, 2, 5, 5, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1]",0.38
30,[28],"[5, 29, 5, 2, 1, 1, 2, 1, 12, 1, 30, 1, 7, 1, 2, 2, 1, 7, 4, 3, 1, 5, 5, 1, 1, 6, 1, 7, 1, 1, 4, 1, 1]",0.45
31,[9],"[8, 30, 6, 2, 1, 1, 2, 1, 1, 14, 1, 53, 1, 1, 2, 1, 7, 3, 1, 5, 2, 1, 1, 1, 7, 1, 9, 1, 1, 4, 1]",0.4475
32,[],"[8, 30, 6, 2, 1, 1, 66, 1, 1, 14, 3, 1, 1, 1, 1, 7, 22, 2, 3, 1, 2, 12, 1, 1, 1, 6]",0.4875
33,[],"[45, 6, 125, 1, 1, 1, 1, 1, 1, 8, 3, 1, 2, 2, 12, 1, 1, 1, 1, 6]",0.55
34,[198],"[1, 1, 1, 1, 1, 1, 1, 3, 1, 14, 2, 2, 1, 1, 1, 1, 6]",0.5925
35,[2],"[1, 1, 1, 1, 2, 1, 1, 2, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 3, 1, 16, 1, 2, 10, 1, 1, 1]",0.195
36,[],"[1, 1, 1, 1, 1, 1, 2, 4, 1, 2, 1, 1, 5, 2, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 33, 1, 1, 2, 1, 3, 1, 1]",0.2425
37,[],"[3, 2, 1, 2, 7, 1, 2, 5, 1, 1, 1, 1, 1, 1, 5, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 8, 1, 3, 1, 1, 3, 35, 3, 4, 1, 3, 1, 2]",0.3275
38,"[1, 3]","[3, 3, 1, 2, 7, 1, 2, 8, 9, 1, 1, 1, 1, 3, 1, 1, 1, 12, 1, 1, 1, 1, 1, 1, 1, 3, 1, 6, 1, 1, 5, 1, 1, 1, 9, 1, 3, 1, 1, 3, 47, 1, 1, 5, 1, 2]",0.41
39,[58],"[1, 3, 9, 1, 3, 10, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 6, 1, 4, 3, 1, 1, 3, 49, 1, 1, 5, 4]",0.47
40,[3],"[1, 3, 12, 7, 6, 10, 1, 3, 1, 1, 1, 1, 1, 1, 9, 1, 1, 6, 1, 4, 1, 3, 3, 1, 3, 1, 9, 50, 1, 4]",0.375
41,[57],"[1, 1, 1, 5, 12, 12, 6, 12, 3, 1, 1, 1, 1, 1, 1, 1, 1, 14, 1, 6, 1, 1, 6, 1, 3, 3, 1, 3, 1, 11, 1, 4]",0.4375
42,[1],"[1, 1, 9, 5, 15, 13, 12, 3, 1, 1, 1, 1, 16, 1, 1, 1, 2, 7, 1, 1, 1, 7, 1, 3, 3, 1, 4, 1, 1, 11, 1, 1, 5, 1]",0.3375
43,"[21, 23]","[2, 2, 10, 14, 12, 3, 1, 1, 1, 2, 1, 20, 1, 1, 1, 10, 7, 2, 1, 1, 4, 4, 1, 1, 1, 1, 4, 1, 1, 6, 1, 1, 1]",0.41
44,[],"[2, 3, 11, 1, 20, 19, 1, 3, 2, 23, 1, 1, 10, 1, 10, 1, 1, 4, 1, 4, 1, 1, 1, 1, 1, 1, 1, 7, 2, 1, 6, 1, 1, 1, 1, 1]",0.3675
45,[],"[2, 3, 13, 34, 19, 1, 2, 1, 30, 3, 10, 1, 10, 1, 1, 2, 4, 1, 1, 2, 3, 1, 1, 1, 10, 7, 3, 1, 1, 1, 2, 1, 1, 1]",0.4375
46,[10],"[43, 36, 3, 1, 2, 31, 3, 10, 4, 3, 4, 2, 1, 1, 2, 3, 3, 1, 3, 10, 8, 3, 1, 1, 2, 1, 1, 1]",0.485
47,[78],"[45, 3, 1, 3, 3, 11, 1, 3, 4, 2, 15, 1, 1, 3, 3, 1, 10, 3, 8, 2, 1, 1]",0.5075
48,[],"[51, 3, 1, 4, 2, 3, 2, 1, 12, 1, 1, 1, 1, 1, 3, 1, 4, 1, 4, 19, 1, 1, 3, 13, 13, 1, 9, 1, 1]",0.3975
49,[],"[52, 3, 1, 4, 1, 1, 3, 3, 2, 1, 1, 36, 2, 3, 1, 1, 1, 3, 1, 4, 1, 1, 4, 1, 1, 1, 3, 27, 1, 9, 1, 1]",0.4375
50,[],"[54, 9, 4, 1, 1, 1, 1, 3, 3, 1, 2, 1, 90, 6, 1, 2, 2, 1, 1, 1, 3, 1, 1, 4, 2, 1, 1, 1, 1, 1, 1]",0.505
51,[],"[155, 11, 8, 1, 1, 2, 3, 4, 2, 1, 6, 1, 2, 3, 1, 1, 1, 3, 1, 2, 3, 1, 4, 1, 1, 1, 1, 2, 1, 1]",0.5625
52,[161],"[18, 8, 1, 2, 3, 3, 1, 3, 6, 1, 4, 1, 1, 3, 3, 1, 2, 8, 1, 1, 1, 1, 1, 2, 1, 1]",0.5975
53,"[1, 1]","[2, 18, 20, 1, 3, 4, 1, 1, 1, 1, 3, 6, 1, 4, 1, 1, 7, 1, 1, 2, 10, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1]",0.2625
54,[9],"[2, 18, 2, 28, 1, 1, 1, 6, 1, 3, 1, 1, 3, 7, 1, 1, 4, 1, 1, 6, 1, 10, 1, 1, 1, 4, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.3325
55,[],"[49, 3, 1, 19, 1, 2, 1, 1, 1, 7, 1, 3, 1, 1, 3, 1, 1, 1, 3, 17, 1, 1, 1, 4, 3, 1, 4, 2, 1, 3, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 1, 2]",0.3875
56,[64],"[1, 2, 19, 2, 2, 1, 1, 2, 3, 1, 3, 1, 1, 1, 6, 32, 6, 4, 3, 1, 1, 1, 1, 3, 5, 2, 1, 1, 1, 2, 2, 2, 1, 2]",0.4525
57,[3],"[1, 4, 25, 4, 1, 1, 1, 1, 1, 1, 1, 3, 2, 5, 3, 1, 1, 1, 1, 1, 6, 41, 1, 7, 5, 4, 1, 1, 1, 7, 6, 1, 6, 3, 2]",0.385
58,[67],"[7, 1, 4, 30, 1, 1, 1, 1, 1, 1, 14, 1, 2, 3, 2, 3, 1, 1, 1, 1, 1, 3, 1, 7, 5, 1, 1, 8, 1, 4, 4]",0.45
59,"[35, 7]","[7, 2, 4, 1, 6, 1, 1, 18, 1, 3, 3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 5, 1, 2, 1, 1, 15, 1, 1, 5, 1, 1, 1]",0.34
60,[],"[7, 2, 4, 1, 1, 1, 1, 6, 1, 1, 1, 22, 1, 1, 1, 4, 1, 1, 1, 4, 3, 1, 2, 3, 1, 2, 1, 3, 1, 1, 5, 1, 2, 1, 3, 1, 15, 1, 1, 1, 7, 1, 1, 1]",0.3025
61,[],"[22, 1, 5, 2, 1, 1, 1, 1, 1, 1, 1, 3, 24, 1, 4, 1, 1, 5, 1, 1, 5, 1, 2, 3, 1, 2, 1, 3, 1, 2, 6, 6, 1, 3, 3, 1, 23, 1, 4, 1, 1, 1, 1]",0.3775
62,[23],"[1, 9, 3, 1, 1, 1, 1, 1, 1, 1, 1, 4, 24, 6, 3, 1, 5, 1, 1, 5, 1, 1, 1, 2, 3, 2, 8, 1, 1, 1, 2, 8, 6, 2, 1, 3, 3, 1, 28, 1, 1, 1, 1]",0.4325
63,[],"[1, 11, 8, 1, 1, 1, 1, 1, 1, 1, 5, 7, 24, 3, 1, 1, 5, 1, 1, 8, 12, 1, 1, 2, 4, 2, 1, 8, 1, 3, 8, 32, 1, 1, 6, 3, 1, 1, 1, 1]",0.4325
64,[5],"[1, 68, 8, 3, 1, 5, 1, 1, 1, 1, 5, 1, 9, 14, 1, 2, 55, 1, 2, 5, 1, 7, 1, 2, 1, 1]",0.5075
65,"[76, 9]","[1, 1, 8, 3, 1, 5, 1, 1, 1, 1, 1, 1, 1, 5, 14, 2, 57, 1, 1, 2, 1, 6, 1, 7, 2, 1, 1]",0.53
66,"[14, 72]","[1, 1, 1, 10, 3, 1, 5, 1, 2, 4, 1, 3, 1, 1, 8, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 13, 1, 2, 1]",0.395
67,[],"[1, 1, 1, 13, 3, 1, 5, 1, 1, 4, 1, 15, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 3, 19, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1]",0.2525
68,[1],"[1, 1, 1, 13, 3, 1, 5, 2, 6, 21, 2, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 29, 1, 3, 1, 5, 3, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 3]",0.3375
