step,fire_size,cluster distr,mean tree density
69,[4],"[12, 1, 1, 18, 3, 30, 2, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 29, 1, 1, 1, 5, 5, 1, 1, 2, 3, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 3, 1]",0.395
70,[],"[13, 38, 1, 24, 3, 3, 4, 1, 1, 1, 1, 1, 1, 2, 2, 1, 3, 1, 2, 2, 2, 1, 33, 1, 1, 1, 6, 5, 1, 1, 6, 1, 6, 1, 1, 1, 2, 1, 1, 1, 3, 1]",0.455
71,"[77, 5]","[14, 32, 3, 4, 3, 5, 1, 1, 2, 1, 3, 1, 1, 2, 4, 1, 1, 1, 9, 8, 1, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1]",0.505
72,[],"[15, 42, 1, 5, 3, 1, 3, 5, 1, 1, 2, 1, 1, 3, 4, 1, 6, 1, 3, 1, 1, 1, 9, 1, 8, 1, 14, 1, 2, 1, 1, 3, 1, 1, 3, 1, 1]",0.375
73,[7],"[15, 52, 1, 1, 3, 1, 3, 1, 1, 2, 1, 1, 1, 4, 4, 1, 6, 1, 1, 3, 1, 1, 1, 1, 26, 1, 8, 1, 1, 2, 1, 1, 1, 3, 1, 1, 6, 2, 1]",0.425
74,[63],"[15, 1, 1, 3, 3, 1, 1, 9, 1, 10, 1, 1, 1, 3, 1, 1, 1, 1, 31, 1, 11, 2, 5, 1, 1, 1, 1, 6, 1, 2, 1]",0.455
75,[],"[19, 2, 1, 1, 1, 2, 2, 1, 2, 3, 1, 1, 9, 3, 10, 1, 1, 4, 3, 1, 1, 1, 34, 1, 11, 2, 6, 1, 1, 1, 3, 1, 6, 1, 2]",0.35
76,[],"[23, 2, 1, 1, 3, 1, 2, 2, 2, 6, 3, 1, 1, 1, 13, 13, 3, 7, 4, 1, 1, 43, 1, 18, 2, 4, 6, 1, 2, 1]",0.4225
77,[50],"[24, 2, 2, 5, 1, 3, 2, 3, 1, 3, 6, 4, 1, 1, 1, 1, 1, 1, 21, 17, 1, 4, 2, 1, 1, 18, 2, 5, 7, 1, 2, 1]",0.4875
78,[],"[25, 2, 11, 8, 1, 1, 2, 2, 3, 7, 4, 1, 1, 1, 1, 1, 1, 59, 1, 4, 2, 2, 1, 1, 1, 2, 5, 1, 1, 1, 1, 7, 1, 2, 1]",0.4125
79,"[26, 65]","[2, 11, 9, 2, 1, 2, 4, 4, 7, 4, 1, 1, 1, 1, 1, 1, 4, 2, 2, 1, 1, 1, 4, 1, 7, 3, 1, 1, 3, 7, 2]",0.4575
80,[10],"[2, 13, 10, 2, 1, 2, 4, 4, 7, 5, 1, 3, 1, 1, 1, 1, 2, 2, 1, 4, 1, 2, 2, 1, 1, 1, 1, 1, 1, 5, 1, 2, 3, 10, 1, 1, 1, 8, 1, 1, 1]",0.3075
81,[1],"[1, 2, 44, 2, 1, 1, 1, 2, 4, 5, 1, 3, 1, 1, 1, 1, 2, 3, 1, 4, 1, 1, 1, 4, 2, 1, 2, 1, 1, 6, 4, 1, 1, 2, 11, 14, 1, 1, 1, 1]",0.3475
82,[],"[1, 49, 2, 1, 1, 2, 3, 4, 5, 1, 11, 1, 1, 5, 1, 2, 2, 1, 1, 14, 2, 3, 1, 2, 1, 1, 1, 1, 4, 1, 1, 4, 11, 1, 15, 1, 1, 1, 1, 1]",0.405
83,[4],"[1, 58, 2, 1, 2, 11, 5, 1, 11, 1, 2, 1, 2, 6, 6, 1, 14, 3, 4, 3, 1, 2, 1, 4, 1, 17, 11, 1, 1, 1, 1, 1, 1, 1]",0.4575
84,[20],"[1, 78, 2, 2, 3, 11, 12, 1, 3, 6, 7, 14, 3, 6, 3, 1, 3, 6, 1, 1, 11, 1, 1, 1, 1, 1, 1, 2, 1, 1]",0.5125
85,[],"[1, 118, 2, 2, 1, 6, 8, 1, 22, 3, 6, 7, 11, 1, 1, 1, 11, 3, 4, 2, 1]",0.53
86,[],"[1, 130, 2, 2, 1, 6, 8, 1, 24, 6, 13, 11, 1, 1, 2, 11, 1, 3, 4, 1, 1, 3, 1]",0.585
87,[],"[1, 184, 2, 2, 1, 6, 8, 1, 6, 14, 1, 2, 11, 1, 3, 1, 1, 3]",0.62
88,[227],"[1, 2, 2, 1, 1, 15, 1, 2, 1, 3, 1, 2, 3]",0.655
89,[],"[1, 1, 3, 2, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 3, 1, 18, 1, 1, 1, 1, 1, 2, 1, 7, 3, 3]",0.1625
90,[],"[1, 1, 1, 4, 5, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 3, 3, 1, 1, 1, 1, 3, 5, 1, 18, 1, 1, 1, 1, 2, 1, 1, 10, 2, 3, 1, 1, 1, 3, 1, 1]",0.2325
91,[5],"[1, 3, 4, 1, 4, 5, 1, 2, 1, 1, 3, 1, 1, 3, 1, 5, 6, 1, 1, 1, 5, 5, 1, 2, 18, 1, 1, 1, 1, 3, 1, 1, 5, 12, 2, 4, 1, 1, 1, 3, 1, 1]",0.305
92,[],"[1, 3, 2, 4, 1, 4, 5, 1, 2, 1, 1, 13, 12, 1, 3, 1, 1, 1, 2, 1, 1, 31, 1, 5, 1, 3, 1, 1, 2, 1, 1, 4, 6, 2, 1, 1, 12, 2, 3, 4, 1, 1, 1, 3, 1, 1]",0.3775
93,"[1, 15]","[1, 4, 10, 1, 5, 6, 1, 3, 1, 1, 13, 5, 1, 1, 1, 62, 1, 1, 1, 4, 5, 1, 1, 1, 1, 1, 1, 2, 15, 2, 1, 3, 1, 1, 1, 1, 1]",0.445
94,[],"[1, 5, 11, 1, 5, 6, 1, 3, 1, 1, 2, 1, 13, 5, 2, 1, 1, 1, 71, 1, 1, 1, 5, 5, 1, 1, 1, 1, 23, 1, 2, 1, 1, 1, 1]",0.4475
95,[92],"[1, 11, 11, 3, 5, 13, 1, 1, 5, 2, 1, 1, 1, 1, 2, 1, 8, 5, 1, 1, 29, 3, 1, 1]",0.5025
96,[],"[1, 12, 11, 9, 13, 1, 1, 6, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 15, 1, 1, 1, 1, 1, 34, 1, 1, 1, 1, 1, 1]",0.32
97,[51],"[1, 28, 13, 9, 1, 1, 6, 3, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",0.3625
98,"[32, 2]","[15, 9, 1, 1, 9, 1, 3, 8, 1, 1, 2, 2, 1, 1, 5, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.315
99,[],"[29, 9, 1, 1, 1, 1, 10, 2, 1, 2, 2, 3, 6, 6, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 3, 1, 4, 1, 2, 1, 2, 1, 5, 1, 2, 1, 2, 3, 1, 1, 1, 1]",0.3
