step,fire_size,cluster distr,mean tree density
10,[7],"[8, 4, 14, 11, 10, 1, 1, 1, 29, 1, 2, 3, 5, 5, 10, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 4, 3, 3, 1, 2, 2, 1, 15, 5, 1, 2, 1, 1, 1]",0.425
11,[29],"[8, 4, 14, 14, 12, 1, 1, 1, 2, 36, 6, 1, 1, 2, 2, 2, 1, 1, 4, 1, 1, 3, 3, 1, 21, 2, 5, 1, 4, 1, 1, 1, 1]",0.47
12,[48],"[9, 4, 15, 14, 19, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 1, 3, 8, 1, 1, 1, 25, 2, 5, 1, 1, 1, 1]",0.4425
13,[],"[10, 41, 14, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 5, 1, 8, 1, 2, 3, 3, 4, 1, 1, 3, 10, 1, 1, 1, 1, 1, 1, 1, 25, 11, 2, 1, 2, 1]",0.425
14,[69],"[10, 1, 2, 1, 1, 3, 1, 1, 2, 1, 5, 1, 2, 13, 3, 1, 5, 1, 1, 1, 16, 1, 1, 1, 1, 3, 1, 30, 1, 11, 1, 2]",0.485
15,"[10, 6]","[1, 1, 1, 1, 2, 1, 2, 1, 6, 3, 3, 5, 2, 1, 9, 2, 21, 1, 3, 1, 37, 1, 1, 2, 1, 3, 1, 30, 1]",0.4
16,"[5, 1]","[1, 1, 1, 1, 1, 1, 12, 8, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 9, 3, 24, 1, 1, 1, 3, 39, 1, 1, 1, 1, 1, 2, 1, 4, 1, 31, 1]",0.4275
17,[4],"[1, 1, 1, 2, 1, 1, 2, 5, 2, 1, 14, 10, 1, 1, 1, 3, 2, 4, 1, 1, 1, 9, 65, 1, 1, 1, 6, 1, 1, 1, 1, 1, 2, 1, 4, 1, 31, 1]",0.47
18,[110],"[1, 1, 1, 2, 1, 1, 2, 6, 2, 1, 18, 1, 15, 1, 1, 3, 1, 1, 17, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 4, 1, 1]",0.5075
19,[],"[2, 1, 1, 5, 1, 4, 22, 2, 18, 1, 1, 1, 3, 1, 1, 1, 17, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]",0.2975
20,[25],"[2, 1, 31, 7, 2, 4, 2, 20, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 4, 6, 1, 3, 1, 1, 3, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 2, 1]",0.37
21,[],"[6, 2, 1, 41, 11, 2, 23, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 4, 1, 8, 1, 4, 1, 1, 1, 1, 4, 3, 1, 3, 1, 5, 2, 1, 3, 1, 1, 3, 1, 1, 3, 1]",0.385
22,"[6, 48]","[41, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 4, 1, 22, 1, 2, 1, 1, 1, 1, 3, 1, 3, 1, 8, 6, 3, 1, 3, 1, 1, 3, 1]",0.44
23,[],"[1, 44, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 2, 1, 1, 1, 2, 4, 1, 22, 4, 2, 5, 2, 3, 3, 1, 1, 1, 14, 8, 6, 1, 1, 3, 1]",0.3775
24,[],"[4, 47, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 2, 2, 1, 1, 1, 2, 1, 4, 1, 59, 8, 2, 1, 1, 17, 2, 1, 3, 1]",0.4425
25,[48],"[4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 11, 1, 67, 1, 1, 1, 1, 8, 2, 1, 24, 2, 1, 1]",0.48
26,[98],"[4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 14, 5, 1, 1, 1, 1, 1, 9, 1, 3, 1]",0.4075
27,"[16, 10]","[4, 2, 4, 1, 1, 2, 1, 1, 3, 4, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 5, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 2, 5, 1, 2, 1, 1, 1, 1, 2]",0.26
28,[],"[7, 4, 12, 4, 1, 1, 1, 1, 3, 1, 1, 2, 11, 1, 1, 1, 2, 2, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 2, 1, 1, 1, 3, 1, 1, 2, 5, 6, 2, 2, 1, 2, 1, 2, 1, 1]",0.2875
29,[14],"[17, 4, 1, 1, 3, 3, 1, 1, 2, 12, 1, 1, 1, 7, 2, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 2, 2, 2, 1, 1, 3, 4, 2, 6, 6, 2, 2, 3, 2, 1, 2, 1, 1]",0.3425
30,[10],"[23, 4, 1, 1, 1, 1, 3, 4, 1, 1, 2, 1, 1, 2, 23, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 4, 3, 2, 3, 4, 1, 1, 1, 1, 3, 10, 5, 2, 3, 11, 5, 2, 1]",0.39
31,[2],"[1, 53, 6, 1, 3, 1, 1, 2, 9, 4, 1, 1, 2, 1, 1, 2, 5, 1, 1, 1, 1, 2, 1, 4, 3, 4, 5, 21, 1, 1, 1, 3, 5, 2, 13, 5, 2, 1]",0.435
32,"[70, 4]","[2, 6, 1, 3, 1, 1, 2, 5, 4, 2, 1, 1, 2, 5, 1, 1, 1, 2, 1, 11, 1, 1, 1, 4, 5, 25, 1, 1, 20, 1, 5, 1, 5, 1]",0.4975
33,[61],"[3, 1, 6, 1, 3, 1, 1, 4, 7, 4, 1, 1, 2, 10, 1, 1, 1, 1, 1, 1, 2, 1, 13, 1, 1, 1, 1, 5, 5, 3, 1, 1]",0.3675
34,[4],"[1, 3, 1, 1, 6, 1, 3, 6, 1, 12, 1, 3, 12, 2, 1, 1, 1, 1, 1, 1, 1, 3, 4, 1, 13, 1, 1, 5, 6, 5, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1]",0.2975
35,[],"[1, 3, 1, 1, 7, 1, 3, 6, 14, 1, 4, 14, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 3, 5, 20, 1, 1, 5, 6, 4, 1, 2, 1, 2, 1, 3, 1, 1, 1, 1, 3, 1, 1, 1, 2, 1, 2]",0.35
36,"[19, 1, 4, 25, 1, 24, 1]","[1, 3, 1, 7, 1, 3, 6, 6, 1, 16, 2, 2, 1, 1, 4, 3, 1, 1, 1, 1, 1, 2, 1, 7, 2, 2, 3, 1, 1, 3, 1, 1, 1, 1, 2, 2]",0.42
37,"[20, 20, 3, 2]","[1, 3, 1, 1, 6, 1, 2, 3, 2, 1, 1, 1, 4, 3, 1, 2, 1, 2, 1, 1, 3, 1, 1, 3, 2, 1, 1, 1, 1, 7, 1, 3, 2, 2, 2, 1, 2, 5, 1, 1, 1, 1, 2, 1]",0.3225
38,"[4, 9]","[1, 3, 1, 1, 1, 6, 1, 1, 1, 4, 2, 11, 2, 1, 4, 3, 2, 1, 4, 1, 1, 1, 1, 3, 9, 2, 1, 1, 1, 4, 5, 3, 2, 1, 1, 4, 1, 1, 2, 1, 1]",0.275
39,[],"[1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 15, 2, 1, 1, 4, 3, 2, 12, 1, 1, 2, 3, 2, 2, 1, 4, 1, 1, 3, 1, 1, 1, 3, 1, 17, 2, 1, 1, 1, 1, 4, 1, 5, 3, 2, 3, 1, 1, 2, 1, 1]",0.325
40,[],"[1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 16, 2, 1, 1, 4, 3, 2, 45, 1, 1, 4, 2, 2, 2, 1, 3, 1, 3, 1, 1, 3, 1, 4, 1, 5, 1, 1, 5, 8, 1, 5, 1, 2, 2, 1, 1]",0.3875
41,[80],"[1, 3, 1, 1, 1, 1, 2, 2, 1, 2, 1, 1, 1, 13, 10, 2, 1, 3, 6, 1, 33, 2, 1, 5, 1, 6, 1, 2, 2, 1, 1]",0.4725
42,"[50, 11]","[1, 3, 1, 4, 1, 1, 2, 5, 1, 1, 1, 28, 1, 1, 1, 1, 1, 1, 3, 5, 4, 3, 1, 2, 5, 1, 4, 1, 3]",0.37
43,[11],"[1, 12, 1, 5, 1, 1, 2, 1, 1, 1, 32, 3, 1, 1, 1, 1, 1, 3, 1, 1, 5, 1, 1, 1, 1, 1, 2, 5, 1, 1, 3, 1, 6, 2, 3, 1, 1, 1]",0.2975
44,"[18, 34]","[1, 6, 1, 1, 2, 1, 1, 3, 1, 5, 1, 1, 1, 3, 1, 1, 2, 7, 1, 1, 1, 2, 1, 1, 1, 16, 5, 1, 7, 1, 2, 3, 1, 1, 1]",0.3425
45,"[8, 1, 27, 5]","[1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 7, 3, 1, 1, 1, 1, 1, 1, 4, 1, 4, 1, 1, 3, 11, 2, 1, 3, 1, 1, 1, 2, 7, 1, 1, 4, 1]",0.3
46,[],"[4, 2, 1, 1, 2, 1, 4, 1, 1, 1, 10, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 4, 1, 9, 1, 3, 12, 2, 1, 1, 2, 1, 2, 1, 3, 1, 7, 1, 2, 1, 1, 1, 5, 1, 2]",0.285
47,[1],"[7, 3, 1, 1, 2, 1, 1, 6, 1, 1, 1, 1, 10, 1, 1, 6, 1, 1, 3, 1, 1, 1, 4, 1, 2, 22, 2, 9, 1, 3, 2, 1, 1, 3, 1, 2, 1, 3, 2, 7, 1, 1, 1, 2, 1, 6, 1, 1, 1, 2]",0.3425
48,"[3, 22, 30]","[4, 1, 3, 2, 1, 1, 6, 1, 1, 1, 6, 1, 1, 3, 1, 1, 14, 1, 2, 1, 3, 2, 1, 1, 3, 1, 5, 2, 4, 10, 3, 11, 1, 1, 1, 1, 1, 1, 7, 1]",0.4175
49,[],"[2, 1, 4, 1, 3, 2, 1, 1, 1, 6, 1, 1, 1, 2, 1, 6, 1, 4, 4, 1, 1, 15, 4, 5, 4, 2, 1, 1, 11, 1, 1, 1, 2, 2, 6, 11, 3, 11, 10, 2, 5, 1, 2]",0.365
50,"[5, 16]","[2, 1, 5, 1, 3, 2, 1, 1, 6, 3, 1, 1, 7, 7, 4, 1, 1, 1, 4, 1, 5, 5, 1, 15, 1, 5, 1, 1, 1, 1, 2, 6, 1, 1, 13, 3, 13, 11, 2, 5, 2]",0.4225
51,[55],"[2, 7, 1, 3, 2, 14, 1, 4, 6, 1, 1, 5, 8, 1, 1, 1, 2, 1, 7, 3, 1, 4, 1, 6, 1, 2, 1, 1, 1, 1, 1, 7, 16, 1, 3, 2, 5, 2]",0.455
52,"[7, 8]","[2, 9, 7, 3, 2, 17, 9, 2, 1, 1, 5, 8, 9, 2, 1, 1, 5, 1, 5, 1, 6, 1, 2, 1, 4, 1, 19, 1, 1, 1, 1, 1, 1, 1, 3, 2, 2, 1, 1]",0.39
53,[],"[2, 9, 7, 3, 2, 17, 11, 2, 1, 1, 15, 9, 2, 2, 1, 23, 2, 2, 1, 1, 5, 1, 25, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 2, 1, 1, 1]",0.415
54,[29],"[2, 10, 45, 3, 2, 20, 1, 13, 2, 1, 17, 2, 2, 2, 1, 1, 17, 1, 1, 1, 1, 1, 3, 1, 3, 2, 3, 1, 1, 2]",0.4775
55,"[25, 6]","[10, 72, 4, 2, 1, 13, 1, 2, 1, 1, 1, 32, 3, 1, 1, 1, 1, 1, 1, 2, 1, 2]",0.4625
56,[],"[149, 4, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1]",0.4575
57,[],"[169, 4, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 4, 2, 1, 1]",0.51
58,"[190, 1, 1]","[1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 2, 1, 1]",0.5625
59,[],"[2, 1, 1, 3, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 5, 1, 2, 1, 1, 1, 1, 2, 2, 1, 5, 2, 1, 1]",0.1525
60,[],"[2, 1, 1, 1, 4, 1, 2, 4, 1, 1, 1, 1, 1, 2, 5, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 2, 2, 3, 1, 1, 1, 3, 1, 5, 5, 1, 5, 1, 1, 1, 5, 2, 1, 2, 1, 5, 2, 1]",0.245
61,[5],"[2, 1, 1, 1, 4, 1, 3, 4, 1, 1, 1, 6, 1, 1, 3, 1, 2, 4, 1, 1, 1, 3, 1, 1, 2, 2, 3, 3, 1, 2, 2, 3, 5, 1, 1, 1, 1, 5, 1, 1, 5, 1, 11, 2, 1, 1, 1, 2, 1, 1, 1, 2, 2, 2, 2]",0.3
62,"[1, 1]","[2, 1, 1, 1, 1, 3, 8, 2, 4, 4, 2, 1, 8, 1, 1, 3, 6, 1, 1, 2, 1, 6, 3, 1, 3, 15, 3, 2, 2, 4, 20, 1, 1, 1, 5, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 2, 3, 1]",0.3625
63,"[6, 3, 11, 3]","[7, 6, 1, 1, 11, 2, 2, 1, 8, 1, 1, 4, 1, 1, 7, 1, 1, 3, 1, 6, 3, 2, 1, 48, 2, 2, 4, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1]",0.42
64,"[16, 55]","[8, 9, 1, 2, 1, 1, 11, 3, 2, 1, 10, 5, 1, 1, 4, 8, 2, 1, 1, 1, 4, 6, 1, 3, 6, 1, 3, 1, 1, 1, 1, 2, 3, 2, 2, 1]",0.455
65,"[5, 2]","[9, 9, 1, 2, 2, 1, 18, 1, 10, 1, 1, 6, 8, 2, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 8, 1, 7, 1, 3, 1, 2, 1, 6, 3, 1, 1, 1, 1, 1, 1, 2, 3, 1, 2, 1]",0.35
66,[21],"[9, 9, 1, 2, 2, 1, 20, 1, 2, 1, 12, 1, 4, 4, 4, 2, 1, 1, 1, 1, 12, 1, 7, 2, 1, 3, 1, 4, 6, 3, 3, 2, 1, 1, 2, 3, 1, 1, 2, 1]",0.3925
67,[19],"[9, 9, 3, 28, 1, 5, 1, 1, 1, 5, 1, 4, 2, 2, 2, 1, 2, 1, 1, 14, 8, 6, 2, 1, 2, 11, 3, 3, 2, 2, 1, 2, 1, 3, 1, 1, 2, 1, 1]",0.4125
68,[],"[9, 10, 33, 1, 6, 2, 1, 1, 12, 1, 1, 1, 1, 13, 21, 3, 1, 2, 1, 7, 2, 8, 11, 1, 1, 2, 5, 2, 2, 5, 3, 1, 1, 2, 1]",0.435
69,"[2, 15]","[54, 1, 9, 1, 1, 13, 2, 1, 1, 1, 1, 1, 13, 22, 3, 2, 4, 10, 8, 1, 1, 2, 5, 5, 5, 1, 1, 1, 1]",0.47
70,"[56, 29]","[1, 10, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 16, 22, 2, 5, 10, 1, 5, 8, 5, 6, 1, 1, 1]",0.4825
71,[],"[1, 1, 11, 1, 1, 1, 1, 1, 2, 4, 3, 1, 1, 54, 1, 1, 1, 1, 2, 1, 1, 12, 1, 1, 8, 12, 1, 1, 1]",0.32
72,[3],"[2, 1, 18, 2, 1, 2, 2, 3, 2, 1, 5, 1, 70, 1, 1, 1, 1, 2, 1, 1, 12, 1, 1, 13, 3, 1, 1, 2]",0.3875
73,[],"[2, 1, 1, 27, 3, 1, 1, 1, 1, 2, 2, 5, 3, 1, 1, 77, 1, 1, 2, 2, 1, 2, 13, 1, 1, 14, 1, 5, 1, 1, 3]",0.445
74,[],"[12, 2, 1, 1, 28, 1, 1, 1, 1, 6, 3, 2, 1, 99, 1, 1, 2, 1, 1, 1, 1, 6, 16, 1, 1, 1, 3]",0.4875
75,"[148, 2]","[13, 2, 1, 1, 1, 1, 1, 1, 7, 4, 1, 2, 1, 1, 1, 1, 1, 1, 18, 1, 1, 1, 3]",0.5375
76,"[3, 19]","[16, 2, 1, 1, 1, 1, 1, 1, 9, 1, 5, 1, 1, 1, 1, 2, 2, 1, 4, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3]",0.2425
77,[],"[26, 1, 6, 1, 1, 1, 13, 1, 1, 1, 1, 1, 1, 2, 7, 1, 1, 2, 1, 8, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 6, 1, 2, 4, 1, 1, 1, 1]",0.2725
78,[10],"[29, 1, 6, 1, 1, 1, 1, 1, 13, 1, 1, 5, 1, 1, 1, 1, 1, 2, 2, 9, 1, 1, 1, 1, 3, 1, 4, 1, 8, 1, 2, 1, 1, 1, 6, 1, 2, 4, 1, 1, 1, 1]",0.3325
79,[4],"[44, 1, 7, 1, 1, 1, 1, 1, 1, 1, 5, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 2, 9, 1, 1, 1, 1, 3, 2, 1, 1, 8, 1, 2, 1, 1, 1, 8, 1, 5, 1, 4, 1, 1, 2]",0.355
80,[],"[50, 1, 8, 1, 1, 1, 1, 1, 1, 1, 6, 1, 2, 1, 2, 3, 1, 4, 3, 3, 1, 8, 1, 11, 1, 2, 3, 2, 1, 1, 3, 1, 13, 1, 1, 1, 8, 2, 5, 1, 4, 1, 1, 4]",0.4225
81,"[56, 12, 25, 1]","[1, 8, 3, 1, 1, 1, 1, 1, 7, 1, 2, 1, 2, 3, 5, 1, 3, 1, 8, 1, 1, 1, 4, 4, 3, 3, 1, 2, 1, 12, 2, 7, 5, 1]",0.4825
82,"[1, 2]","[3, 18, 1, 1, 3, 1, 8, 1, 2, 1, 2, 1, 5, 6, 8, 4, 1, 2, 14, 1, 1, 3, 1, 18, 1, 2, 2, 1, 8, 1, 1, 6, 1, 1]",0.3325
83,"[1, 4, 2, 1]","[3, 18, 1, 1, 1, 3, 4, 8, 1, 1, 2, 2, 1, 5, 6, 1, 9, 1, 1, 2, 15, 1, 1, 1, 3, 3, 1, 22, 1, 3, 2, 1, 1, 8, 1, 1, 6, 3, 1]",0.385
84,"[37, 4]","[3, 1, 2, 1, 8, 1, 3, 1, 1, 13, 3, 1, 10, 1, 1, 20, 3, 2, 1, 1, 3, 5, 1, 1, 23, 4, 2, 2, 1, 8, 1, 6, 3]",0.445
85,[],"[4, 3, 3, 1, 8, 2, 1, 23, 1, 1, 5, 1, 1, 14, 1, 1, 21, 3, 2, 1, 36, 5, 1, 1, 4, 2, 2, 1, 1, 1, 6, 3, 1]",0.4025
86,"[42, 67]","[5, 4, 3, 1, 3, 1, 1, 1, 1, 1, 2, 19, 2, 1, 7, 1, 7, 1, 2, 2, 1, 8, 3, 1]",0.4675
87,[],"[5, 4, 1, 6, 1, 3, 2, 1, 1, 1, 1, 1, 1, 3, 22, 2, 1, 1, 1, 1, 8, 1, 1, 1, 13, 1, 1, 3, 1, 4, 1, 1, 8, 3, 1, 1, 1]",0.2725
88,"[1, 1, 10]","[7, 4, 8, 1, 5, 2, 1, 1, 1, 1, 1, 1, 3, 1, 23, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 8, 3, 3, 1, 17, 1, 1, 6, 4, 1, 1, 1, 1, 2]",0.3375
89,"[4, 24]","[8, 8, 1, 6, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 28, 3, 1, 3, 1, 1, 1, 1, 8, 5, 1, 1, 2, 1, 2]",0.355
90,[],"[9, 7, 9, 2, 3, 3, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 6, 2, 1, 1, 28, 1, 3, 1, 1, 1, 1, 8, 5, 1, 1, 2, 1, 1, 1, 2]",0.33
91,"[39, 5]","[16, 1, 9, 12, 2, 1, 3, 1, 1, 2, 1, 1, 9, 3, 1, 2, 1, 1, 1, 1, 1, 12, 1, 1, 1, 1, 1, 2, 4, 1, 1, 1, 3, 1, 1, 1, 11, 1, 1, 1, 1, 1, 2]",0.41
92,[1],"[18, 1, 13, 12, 2, 1, 1, 1, 12, 1, 1, 3, 4, 3, 1, 1, 1, 2, 2, 1, 14, 1, 1, 1, 2, 4, 1, 1, 2, 1, 21, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1]",0.38
93,"[27, 3, 6, 1, 4]","[18, 1, 5, 2, 1, 15, 1, 1, 25, 1, 1, 1, 1, 3, 2, 1, 2, 1, 23, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 3, 1, 1, 1, 3, 1, 2, 1, 1, 1]",0.4325
94,"[7, 2]","[19, 1, 1, 1, 1, 1, 2, 17, 1, 3, 27, 1, 1, 1, 1, 1, 1, 8, 3, 2, 28, 1, 1, 1, 1, 4, 4, 1, 2, 3, 1, 1, 4, 1, 3, 2, 1, 1]",0.405
95,[],"[54, 1, 2, 3, 1, 1, 1, 20, 1, 4, 1, 1, 3, 2, 1, 8, 4, 2, 1, 1, 36, 6, 5, 1, 1, 1, 1, 2, 3, 1, 4, 1, 3, 2, 1]",0.45
96,"[58, 9]","[1, 2, 3, 1, 1, 1, 25, 1, 4, 2, 1, 3, 6, 2, 1, 39, 9, 5, 1, 1, 1, 1, 4, 1, 1, 4, 1, 1, 3, 1, 2, 1]",0.4925
97,[41],"[2, 3, 3, 1, 2, 1, 1, 2, 2, 1, 1, 1, 4, 2, 1, 2, 1, 1, 3, 2, 47, 1, 1, 19, 1, 1, 1, 4, 1, 4, 1, 1, 2]",0.4025
98,"[8, 78]","[2, 2, 3, 2, 1, 1, 2, 2, 7, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 5, 5, 1, 1, 3, 1]",0.38
99,"[3, 4]","[4, 3, 3, 2, 2, 1, 6, 2, 8, 2, 1, 2, 5, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 5, 3, 4, 5, 1, 1, 1]",0.2375
