step,fire_size,cluster distr,mean tree density
0,"[3, 4, 1, 1, 1, 3, 1, 2]","[2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1]",0.10333333333333333
1,"[2, 2, 1, 1, 3, 4, 3, 1, 1, 1, 3, 1, 2, 2, 1, 1]","[2, 2, 1, 1, 1, 2, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 3, 3, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 4, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1]",0.17444444444444446
2,"[2, 2, 2, 1, 3, 2, 2, 3, 4, 3, 2, 2, 2]","[1, 1, 1, 1, 2, 1, 5, 2, 1, 3, 1, 1, 2, 1, 1, 1, 2, 3, 3, 1, 1, 5, 1, 1, 2, 1, 1, 1, 2, 2, 1, 5, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 9, 1, 1, 1, 1, 1, 1, 1, 2, 2, 3, 1, 1, 1, 1, 4, 1, 2, 1, 2, 1, 1, 5, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 6, 3, 2, 4, 1, 1, 2, 1, 1, 3, 1, 3, 1]",0.22444444444444445
3,"[1, 1, 1, 1, 1, 3, 4, 5, 1, 10, 2, 3, 2, 3, 3, 14]","[3, 1, 1, 2, 1, 5, 12, 2, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 8, 1, 2, 1, 1, 1, 2, 3, 1, 6, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1, 5, 4, 2, 1, 1, 6, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 3, 1, 2, 2, 4, 1, 1, 4, 1, 1, 3, 3, 1, 2]",0.26666666666666666
4,"[3, 1, 1, 24, 1, 3, 2, 1, 1, 2, 1, 4, 6, 7, 1, 1, 3, 9, 2, 2, 1, 1, 2, 8]","[3, 1, 1, 1, 1, 1, 6, 2, 1, 1, 2, 1, 1, 4, 2, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 1, 1, 1, 1, 2, 1, 1, 4, 1, 1, 5, 5, 2, 4, 4, 1, 1, 1, 6, 2, 2, 1, 2, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 3, 1, 4, 1, 3, 1, 1, 3, 2, 1, 4, 1, 4, 1, 1, 1, 3, 1, 2, 1]",0.2877777777777778
5,"[1, 3, 2, 7, 2, 2, 1, 5, 2, 2, 12, 2, 5, 1, 1, 3, 5, 3, 1, 8, 3, 1, 1, 1, 1]","[3, 1, 1, 7, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2, 7, 1, 3, 2, 1, 7, 1, 2, 3, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 3, 4, 1, 1, 1, 1, 1, 1, 1, 2, 1, 6, 4, 1, 1, 1, 1, 1, 1, 6, 1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 2, 4, 1, 1, 2, 2, 1, 3, 2, 2]",0.2644444444444444
6,"[7, 9, 5, 9, 5, 2, 3, 2, 3, 2, 7, 7, 5, 7, 1, 2, 2, 3]","[1, 1, 1, 7, 1, 3, 1, 1, 1, 2, 2, 1, 2, 3, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 6, 1, 7, 3, 2, 1, 2, 4, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 1, 2, 1, 2, 1, 1, 4, 1, 1, 1, 2, 4, 1, 1, 3, 3, 3, 2]",0.2633333333333333
7,"[1, 7, 6, 1, 1, 1, 1, 4, 3, 10, 8, 4, 3, 2, 1, 5, 8, 5, 1, 11, 9, 4, 4]","[1, 1, 1, 5, 1, 1, 1, 1, 1, 2, 2, 1, 3, 3, 1, 2, 1, 1, 2, 1, 1, 1, 1, 4, 1, 1, 1, 1, 2, 1, 3, 2, 1, 3, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 1, 4, 1, 1, 1, 1, 2, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 4, 1, 1, 2, 1, 1, 1, 4, 3, 3, 1, 2, 1, 1]",0.2677777777777778
8,"[12, 2, 12, 5, 4, 2, 3, 1, 1, 2, 1, 1, 3, 3, 1, 1, 9, 3, 4, 4, 1, 3]","[1, 1, 1, 1, 1, 3, 1, 1, 1, 4, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 4, 2, 1, 4, 1, 3, 2, 1, 1, 1, 1, 6, 1, 1, 1, 3, 2, 8, 3, 1, 1, 4, 1, 1, 2, 2, 1, 1, 2, 1, 1, 10, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 5, 3, 1, 2, 2, 1, 1]",0.25555555555555554
9,"[4, 1, 9, 1, 1, 1, 1, 5, 5, 1, 4, 9, 4, 1, 8, 13, 1, 1, 4, 2, 1, 5]","[2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 8, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 4, 1, 3, 1, 1, 1, 4, 4, 6, 2, 1, 2, 1, 1, 6, 1, 1, 3, 1, 4, 1, 3, 8, 2, 1, 1, 1, 1, 3, 1, 4, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 5, 3, 5, 1, 1, 1, 2, 1, 1, 1]",0.2733333333333333
