step,fire_size,cluster distr,mean tree density
10,[],"[1, 24, 1, 715, 1, 173, 5, 2, 2, 1, 2, 2, 1, 4, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 2, 1, 2, 1, 2, 1, 2, 1, 1, 3, 1, 1, 1, 1, 5, 5, 1]",0.618125
11,[],"[1, 994, 1, 1, 2, 2, 1, 2, 11, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 2, 2, 1, 2, 1, 2, 1, 1, 1, 5, 2]",0.659375
12,[],"[1, 1044, 1, 1, 2, 2, 1, 2, 14, 2, 1, 3, 1, 1, 1, 1, 5, 1, 1, 2, 1, 1, 1, 1, 5, 2]",0.68625
13,[1107],"[1, 1, 1, 3, 2, 2, 3, 1, 1, 1, 6, 1, 1, 1, 1, 1, 5, 2]",0.713125
14,[],"[1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 2, 1, 1, 5, 1, 1, 1, 1, 5, 3, 3, 3, 1, 1, 1, 1, 1, 1, 5, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 9, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 6, 1, 1, 1, 2, 1, 2, 1]",0.12375
15,[],"[1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 4, 1, 3, 2, 1, 3, 1, 1, 1, 1, 1, 1, 2, 2, 1, 4, 2, 1, 1, 1, 4, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 10, 1, 1, 1, 1, 2, 3, 1, 1, 5, 3, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 6, 2, 4, 1, 2, 1, 2, 1, 4, 2, 2, 1, 1, 1, 1, 1, 9, 1, 3, 1, 1, 4, 1, 2, 1, 11, 2, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 3, 2, 1, 1, 1, 1, 3, 1, 1, 1, 5, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 2, 2, 1, 2, 1, 2, 1, 1, 1, 2, 2, 3, 3, 1, 3, 1, 1, 1, 1, 6, 1, 4, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 7, 1, 1, 1, 3, 1, 3, 2, 1, 1, 1, 1]",0.216875
16,[],"[1, 4, 1, 1, 1, 4, 1, 3, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 4, 1, 4, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 4, 3, 1, 4, 2, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 2, 1, 1, 1, 1, 15, 2, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 8, 5, 1, 5, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 3, 6, 1, 7, 6, 3, 2, 1, 4, 3, 1, 1, 1, 1, 9, 1, 1, 1, 1, 1, 3, 2, 1, 4, 1, 3, 1, 16, 3, 1, 1, 3, 1, 1, 2, 1, 6, 1, 5, 2, 1, 2, 1, 1, 5, 1, 5, 1, 1, 6, 1, 1, 2, 2, 1, 1, 2, 1, 2, 1, 6, 2, 1, 2, 2, 1, 7, 1, 1, 2, 1, 2, 3, 3, 3, 1, 1, 2, 1, 1, 2, 1, 2, 1, 6, 1, 1, 4, 2, 1, 1, 3, 1, 1, 1, 2, 3, 1, 1, 2, 3, 1, 6, 1, 13, 1, 1, 3, 1, 4, 1, 1, 2, 1, 1, 1, 3, 1, 3, 2, 1, 1, 1, 1]",0.285625
17,[],"[1, 5, 1, 2, 2, 1, 4, 1, 3, 3, 3, 6, 1, 2, 1, 1, 1, 1, 1, 1, 1, 6, 1, 5, 1, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 3, 1, 10, 2, 1, 1, 4, 1, 3, 3, 1, 21, 1, 1, 23, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 6, 1, 5, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 13, 4, 8, 1, 7, 6, 3, 2, 13, 1, 3, 43, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 5, 1, 1, 3, 1, 3, 3, 1, 2, 2, 2, 8, 1, 1, 6, 1, 1, 1, 11, 1, 1, 1, 3, 2, 1, 1, 2, 1, 4, 1, 1, 4, 6, 2, 3, 9, 1, 1, 1, 2, 1, 2, 5, 3, 3, 1, 1, 8, 1, 3, 2, 1, 2, 2, 7, 1, 2, 1, 1, 5, 1, 2, 1, 1, 1, 2, 3, 3, 1, 1, 1, 5, 1, 7, 1, 1, 14, 1, 1, 3, 1, 4, 1, 3, 3, 1, 1, 1, 3, 1, 1, 4, 2, 1, 1, 1]",0.344375
18,[],"[1, 5, 1, 3, 5, 1, 4, 1, 9, 15, 7, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 15, 1, 4, 11, 3, 1, 1, 1, 4, 1, 1, 1, 1, 3, 11, 1, 6, 1, 3, 1, 35, 4, 23, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 7, 1, 3, 5, 1, 2, 1, 2, 1, 1, 1, 10, 1, 1, 3, 5, 14, 1, 7, 7, 2, 13, 1, 3, 44, 2, 1, 2, 1, 1, 1, 1, 1, 2, 10, 1, 1, 1, 3, 1, 3, 1, 4, 1, 2, 3, 2, 1, 1, 8, 1, 1, 7, 1, 1, 1, 1, 12, 1, 1, 4, 3, 2, 1, 1, 2, 2, 4, 2, 1, 1, 4, 6, 1, 3, 9, 2, 1, 1, 1, 2, 1, 1, 2, 19, 3, 3, 1, 3, 1, 5, 2, 3, 2, 8, 1, 2, 1, 1, 1, 12, 1, 1, 3, 1, 5, 4, 7, 1, 1, 1, 7, 1, 1, 17, 1, 1, 3, 1, 6, 1, 1, 4, 4, 1, 3, 1, 1, 4, 1, 1, 1]",0.405
19,[],"[1, 5, 1, 3, 5, 1, 4, 1, 26, 8, 1, 4, 2, 1, 1, 1, 1, 1, 1, 14, 1, 68, 1, 6, 4, 2, 1, 4, 4, 1, 1, 7, 3, 11, 1, 1, 1, 1, 36, 6, 6, 1, 1, 2, 2, 1, 1, 1, 1, 1, 4, 7, 1, 4, 1, 7, 2, 2, 1, 5, 2, 9, 1, 1, 1, 1, 10, 1, 1, 14, 1, 8, 2, 13, 1, 3, 54, 2, 1, 1, 1, 1, 1, 1, 1, 2, 10, 1, 1, 1, 1, 3, 1, 23, 3, 6, 2, 1, 1, 1, 7, 1, 5, 7, 1, 12, 9, 1, 2, 1, 1, 1, 12, 3, 2, 1, 3, 13, 2, 1, 1, 5, 31, 4, 4, 12, 5, 1, 2, 8, 1, 1, 1, 1, 28, 28, 2, 7, 8, 1, 1, 1, 7, 1, 1, 8, 1, 5, 1, 1, 4, 1, 3, 1, 1, 1, 1]",0.473125
20,[13],"[8, 5, 1, 10, 1, 6, 1, 27, 8, 1, 112, 1, 1, 2, 1, 1, 14, 1, 6, 4, 2, 1, 4, 1, 1, 11, 12, 1, 1, 1, 2, 64, 1, 1, 1, 1, 1, 1, 16, 1, 1, 19, 2, 2, 1, 23, 1, 1, 1, 1, 14, 1, 3, 1, 71, 2, 1, 1, 1, 1, 1, 1, 2, 10, 1, 1, 225, 8, 1, 2, 2, 1, 1, 1, 1, 6, 8, 1, 10, 1, 2, 1, 20, 3, 1, 3, 1, 5, 2, 1, 2, 8, 1, 6, 1, 7, 1, 1, 1, 5, 1, 4, 1, 1, 1]",0.5375
21,[],"[14, 194, 10, 1, 14, 1, 38, 1, 1, 1, 2, 10, 1, 14, 1, 5, 1, 1, 1, 1, 2, 16, 14, 1, 1, 2, 1, 1, 1, 1, 19, 1, 1, 25, 24, 1, 1, 1, 15, 3, 1, 97, 2, 1, 1, 1, 1, 1, 1, 1, 2, 10, 1, 1, 257, 8, 1, 3, 2, 1, 1, 1, 34, 1, 2, 1, 1, 1, 1, 15, 2, 2, 2, 1, 7, 1, 1, 1, 1, 4, 1, 1, 1]",0.574375
22,[361],"[14, 12, 1, 14, 26, 39, 1, 1, 1, 1, 2, 1, 2, 16, 15, 1, 1, 1, 3, 1, 1, 21, 1, 24, 1, 1, 1, 15, 11, 1, 1, 1, 1, 1, 321, 1, 1, 8, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 28, 2, 2, 1, 1, 1, 4, 1, 1, 1]",0.6125
23,[],"[15, 18, 1, 15, 141, 1, 1, 1, 1, 1, 2, 18, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 15, 1, 13, 2, 1, 1, 2, 1, 1, 1, 1, 375, 1, 1, 1, 8, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 4, 1, 1]",0.449375
24,[],"[16, 1, 18, 1, 187, 1, 1, 1, 1, 1, 1, 1, 3, 4, 1, 2, 1, 1, 1, 1, 2, 1, 2, 2, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 16, 4, 1, 1, 1, 17, 2, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 4, 1, 405, 1, 1, 1, 2, 3, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 3, 2, 2, 1, 1, 5, 1, 1, 1, 1, 2, 1, 1, 4, 1]",0.5
25,[663],"[21, 21, 3, 1, 1, 1, 1, 8, 6, 4, 1, 1, 1, 1, 2, 1, 2, 2, 2, 3, 1, 1, 6, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 3, 1, 3, 1, 8, 1, 24, 1, 2, 1, 1, 3, 1, 1, 3, 2, 2, 1, 1, 2, 2, 1, 1, 5, 1, 1, 1, 1, 4, 1, 2, 2, 1, 4, 2, 2, 1, 1, 1, 1, 1, 7, 2, 2, 1, 1, 1, 1, 1, 1]",0.551875
26,[],"[21, 23, 3, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 2, 9, 7, 4, 1, 1, 1, 2, 4, 1, 2, 1, 2, 1, 1, 1, 5, 3, 1, 1, 6, 2, 1, 1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 2, 32, 1, 2, 1, 8, 1, 1, 1, 2, 1, 1, 8, 12, 1, 1, 1, 1, 1, 2, 3, 1, 1, 5, 1, 1, 1, 3, 1, 4, 1, 1, 2, 1, 5, 1, 4, 1, 2, 2, 1, 1, 1, 1, 2, 6, 1, 1, 3, 13, 2, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1]",0.2225
27,[1],"[37, 30, 4, 2, 1, 3, 1, 2, 1, 1, 2, 1, 1, 2, 1, 3, 1, 2, 16, 8, 1, 1, 1, 2, 1, 4, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 13, 1, 1, 2, 6, 2, 1, 2, 23, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 33, 1, 2, 1, 3, 1, 10, 1, 2, 2, 12, 1, 2, 1, 3, 1, 1, 4, 3, 2, 1, 6, 1, 1, 1, 1, 14, 4, 1, 1, 1, 5, 4, 1, 1, 2, 2, 6, 2, 1, 1, 1, 1, 1, 1, 17, 1, 2, 6, 1, 1, 3, 3, 1, 4, 1, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 3, 1, 4, 2, 1, 1, 3, 2, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 3, 1, 1, 1, 1, 4, 1, 1, 1, 2, 1, 4, 1, 5, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1]",0.310625
28,[46],"[63, 34, 6, 2, 4, 1, 4, 2, 1, 1, 4, 1, 1, 3, 1, 3, 3, 4, 11, 1, 1, 1, 1, 1, 1, 2, 1, 13, 1, 29, 2, 1, 1, 1, 1, 17, 1, 1, 2, 1, 1, 2, 2, 2, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 2, 1, 3, 1, 1, 2, 3, 17, 1, 1, 2, 1, 3, 1, 2, 3, 2, 1, 6, 1, 1, 1, 1, 3, 1, 14, 5, 1, 1, 1, 5, 5, 4, 1, 3, 2, 2, 7, 2, 21, 1, 1, 1, 1, 1, 1, 2, 7, 1, 1, 4, 3, 1, 1, 4, 1, 3, 1, 1, 15, 2, 1, 1, 1, 8, 2, 5, 3, 1, 1, 2, 1, 1, 1, 2, 2, 1, 4, 1, 1, 3, 1, 10, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 1, 2, 2, 1, 9, 1, 1, 1, 1, 1, 1, 2, 1, 1, 5, 3, 1, 2, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1]",0.378125
29,[],"[69, 34, 11, 2, 4, 1, 5, 1, 1, 4, 1, 1, 5, 1, 1, 4, 4, 14, 2, 1, 1, 65, 1, 2, 1, 2, 13, 4, 1, 1, 1, 1, 4, 4, 4, 1, 2, 1, 1, 1, 4, 1, 7, 1, 1, 2, 2, 1, 2, 1, 1, 2, 1, 2, 3, 1, 71, 1, 1, 1, 1, 1, 2, 1, 4, 4, 4, 1, 2, 1, 1, 2, 3, 1, 2, 5, 1, 8, 4, 1, 1, 4, 3, 2, 12, 1, 2, 1, 1, 5, 1, 2, 7, 1, 4, 1, 1, 1, 7, 1, 1, 3, 8, 1, 15, 1, 1, 1, 1, 10, 7, 5, 2, 3, 3, 1, 2, 1, 1, 11, 1, 5, 1, 11, 2, 1, 3, 3, 1, 2, 1, 2, 1, 2, 3, 2, 10, 7, 2, 1, 1, 4, 1, 1, 1, 5, 4, 4, 2, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1]",0.415625
30,[],"[89, 39, 13, 2, 11, 1, 5, 1, 1, 1, 1, 1, 5, 113, 1, 4, 1, 8, 1, 1, 4, 1, 2, 1, 7, 1, 4, 1, 3, 1, 1, 1, 1, 8, 1, 1, 2, 2, 3, 2, 1, 2, 1, 2, 3, 1, 80, 1, 1, 1, 1, 1, 4, 1, 5, 2, 2, 5, 1, 13, 4, 3, 9, 1, 1, 1, 3, 2, 20, 1, 1, 1, 6, 1, 7, 1, 1, 1, 7, 1, 1, 5, 16, 1, 17, 1, 11, 1, 1, 10, 10, 2, 3, 1, 19, 1, 1, 9, 1, 4, 17, 5, 1, 1, 1, 5, 3, 1, 2, 10, 7, 1, 1, 4, 1, 1, 7, 1, 1, 4, 5, 2, 2, 1, 1, 1, 4, 1, 1, 2]",0.471875
31,[145],"[236, 18, 23, 7, 1, 1, 1, 5, 13, 1, 1, 1, 8, 4, 3, 1, 1, 1, 3, 2, 6, 2, 1, 2, 1, 2, 4, 1, 1, 1, 4, 1, 4, 1, 6, 1, 2, 2, 1, 4, 7, 1, 14, 4, 1, 26, 1, 3, 4, 1, 1, 6, 28, 1, 6, 1, 1, 7, 1, 1, 1, 19, 14, 1, 10, 10, 2, 3, 1, 38, 1, 1, 10, 1, 20, 19, 1, 1, 1, 3, 1, 2, 2, 7, 1, 1, 7, 1, 1, 1, 1, 1, 1, 4, 5, 2, 1, 1, 4, 1, 1, 2]",0.526875
32,[],"[382, 23, 10, 1, 17, 1, 7, 1, 1, 1, 1, 1, 8, 5, 1, 1, 4, 2, 1, 2, 1, 1, 1, 1, 6, 2, 2, 6, 2, 1, 1, 1, 2, 1, 1, 2, 4, 1, 1, 1, 8, 9, 5, 1, 1, 1, 3, 2, 5, 14, 4, 1, 3, 1, 1, 32, 17, 1, 3, 12, 2, 3, 1, 38, 1, 1, 12, 24, 21, 3, 1, 3, 1, 2, 8, 1, 1, 12, 1, 1, 1, 7, 1, 4, 5, 3, 1, 1, 1, 1]",0.49625
33,"[510, 1]","[25, 56, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 3, 2, 1, 1, 1, 1, 2, 8, 118, 2, 1, 1, 2, 2, 1, 2, 1, 14, 10, 1, 2, 1, 1, 1, 1, 3, 1, 2, 1, 1, 18, 3, 2, 3, 1, 25, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 5, 5, 3, 1, 1, 1]",0.546875
34,[],"[1, 94, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 5, 3, 1, 2, 2, 1, 1, 1, 1, 1, 2, 151, 2, 3, 3, 1, 3, 3, 1, 1, 1, 1, 1, 1, 11, 1, 2, 7, 14, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 19, 2, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 29, 1, 1, 1, 1, 4, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 11, 1, 2, 1, 1, 1]",0.3075
35,[],"[1, 1, 1, 109, 1, 3, 1, 1, 1, 1, 4, 4, 1, 1, 1, 4, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 2, 1, 3, 1, 6, 3, 1, 2, 3, 1, 1, 1, 1, 5, 2, 232, 1, 2, 4, 1, 3, 1, 3, 1, 1, 1, 2, 1, 1, 1, 11, 1, 2, 9, 1, 2, 1, 1, 1, 1, 1, 1, 4, 2, 2, 3, 2, 1, 1, 1, 1, 2, 5, 1, 7, 2, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 5, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 4, 3, 2, 1, 1, 1, 1, 1, 4, 1, 1, 11, 1, 3, 2, 1]",0.36875
