step,fire_size,cluster distr,mean tree density
0,"[5, 1, 1, 4]","[1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 3, 1, 1]",0.11
1,"[6, 1, 1, 1, 2, 4, 3, 3, 1, 1, 1]","[2, 1, 4, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 4, 1, 1, 2, 2, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 2, 3, 1, 3, 1, 1, 2, 3, 1, 1, 3, 1, 1, 1, 4, 3, 3, 1, 2, 1, 1, 2, 2, 3, 1, 1]",0.19777777777777777
2,"[2, 4, 1, 1, 1, 5, 3, 1, 7, 5, 5, 1, 1]","[1, 1, 7, 1, 2, 1, 1, 1, 1, 2, 3, 1, 1, 2, 1, 1, 2, 1, 1, 7, 1, 4, 1, 2, 2, 1, 4, 2, 2, 1, 2, 1, 2, 1, 1, 3, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 3, 8, 1, 1, 1, 1, 2, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 4, 1, 2, 1, 1, 2, 2, 2, 1, 2, 2, 1, 1, 1, 5, 5, 1, 2, 1, 5, 1, 4, 7, 1, 2, 3, 1, 1, 2, 2, 3, 1, 1, 1, 1]",0.25555555555555554
3,"[1, 2, 5, 4, 3, 9, 3, 1, 6, 7, 1, 3, 1, 1, 7, 6, 3]","[1, 1, 1, 1, 2, 9, 5, 1, 1, 4, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 3, 1, 1, 1, 2, 1, 1, 2, 2, 1, 2, 1, 4, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 8, 1, 1, 1, 2, 2, 2, 1, 3, 1, 2, 3, 2, 3, 2, 1, 1, 2, 1, 1, 2, 3, 4, 3, 1, 2, 2, 2, 1, 1, 1, 6, 1, 5, 1, 1, 2, 10, 1, 5, 1, 2, 3, 1, 5, 2, 3, 1, 1, 1, 1]",0.29555555555555557
4,"[3, 2, 5, 2, 3, 4, 5, 8, 1, 2, 4, 3]","[2, 1, 1, 1, 1, 10, 5, 1, 1, 11, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 4, 6, 1, 3, 1, 1, 1, 2, 1, 6, 1, 2, 2, 1, 2, 2, 4, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 4, 10, 1, 5, 2, 1, 1, 1, 3, 2, 1, 1, 2, 1, 3, 2, 1, 3, 2, 3, 3, 4, 4, 1, 1, 1, 2, 3, 4, 1, 2, 2, 1, 1, 1, 6, 1, 1, 1, 1, 2, 2, 1, 10, 7, 5, 3, 3, 1, 6, 3, 1, 1, 1, 1]",0.31333333333333335
5,"[8, 1, 7, 1, 7, 11, 1, 4, 10, 7, 8]","[2, 1, 1, 1, 10, 7, 1, 13, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 6, 1, 1, 1, 3, 1, 10, 1, 1, 2, 4, 2, 1, 1, 2, 6, 1, 1, 1, 1, 1, 1, 1, 1, 10, 1, 1, 5, 3, 1, 1, 5, 2, 1, 6, 7, 3, 2, 13, 2, 1, 1, 1, 1, 1, 1, 3, 5, 1, 9, 2, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 6, 8, 1, 3, 1, 3, 1, 1, 1]",0.3322222222222222
6,"[1, 10, 10, 2, 1, 3, 6, 2, 7, 2, 1, 4]","[3, 3, 1, 20, 1, 1, 20, 3, 2, 1, 1, 3, 2, 2, 1, 1, 6, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 14, 4, 6, 1, 1, 1, 1, 1, 4, 1, 1, 34, 1, 6, 1, 3, 1, 2, 1, 1, 1, 1, 1, 15, 5, 1, 1, 9, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 8, 2, 8, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 2, 1, 1, 1]",0.33555555555555555
7,"[20, 4, 1, 53, 17, 1, 15, 10, 13, 2]","[3, 3, 1, 1, 22, 1, 1, 6, 2, 2, 3, 2, 1, 1, 6, 1, 1, 1, 1, 4, 1, 2, 1, 1, 1, 1, 1, 4, 1, 2, 7, 1, 1, 1, 2, 1, 1, 1, 1, 7, 1, 1, 1, 2, 2, 3, 2, 1, 5, 2, 1, 1, 1, 3, 1, 1, 1, 10, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 2, 1, 2]",0.33444444444444443
8,"[2, 1, 24, 1, 12, 6, 1, 2, 1, 3, 5, 13, 1, 12]","[3, 3, 2, 1, 2, 2, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 5, 3, 2, 2, 2, 1, 1, 1, 1, 1, 1, 4, 1, 1, 2, 7, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 2, 8, 1, 3, 1, 1, 1, 6, 3, 1, 2, 2, 4, 1, 1, 5, 1, 1, 6, 4, 1, 2, 3, 1, 3, 1, 1, 1, 1, 1, 3, 1, 1, 3, 2, 1, 1, 1]",0.27
9,"[2, 2, 5, 3, 1, 7, 4, 4, 3, 2, 1, 4]","[3, 6, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 5, 2, 1, 1, 1, 1, 1, 3, 1, 1, 2, 2, 1, 3, 1, 1, 1, 1, 5, 1, 1, 2, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 2, 1, 1, 1, 4, 1, 8, 2, 3, 1, 1, 1, 1, 6, 3, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 18, 1, 1, 4, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1]",0.25
