step,fire_size,cluster distr,mean tree density
0,"[1, 1, 1, 1, 1, 1, 2, 1, 3]","[2, 2, 1, 4, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 4, 2, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 5, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1]",0.113125
1,"[3, 2, 4, 1, 3, 1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 2, 1, 3]","[3, 2, 1, 1, 1, 7, 7, 1, 3, 1, 1, 2, 1, 5, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 3, 1, 3, 1, 1, 1, 1, 3, 3, 1, 2, 1, 1, 1, 3, 1, 1, 1, 4, 1, 1, 1, 1, 4, 1, 3, 1, 1, 1, 1, 2, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 3, 1, 3, 1, 1, 1, 2, 3, 1, 1, 1, 4, 1, 1, 1, 1, 1, 2, 1, 6, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 3, 2, 1]",0.20125
2,"[5, 2, 8, 9, 1, 3, 1, 4, 1, 1, 6, 3, 1, 2, 1, 5, 1, 5, 5, 1]","[2, 1, 1, 1, 1, 1, 8, 3, 4, 1, 2, 1, 5, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 5, 1, 1, 3, 5, 1, 1, 1, 1, 5, 1, 7, 1, 4, 1, 3, 1, 2, 5, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 2, 3, 1, 2, 1, 1, 1, 1, 6, 2, 2, 1, 1, 1, 3, 1, 2, 1, 4, 1, 1, 4, 5, 5, 1, 12, 2, 1, 10, 1, 1, 1, 1, 2, 1, 1, 4, 1, 1, 1, 2, 1, 1, 1, 3, 1, 2, 1, 4, 1, 3, 1, 1, 1, 1, 1, 1, 1, 10, 3, 2, 1, 2, 1, 2, 1, 1, 1, 1, 7, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 2, 1, 1, 1, 3, 2, 1, 4, 2, 1, 1, 1, 1, 1, 6, 1, 2, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1]",0.260625
3,"[2, 1, 3, 1, 3, 1, 2, 4, 6, 5, 4, 7, 13, 3, 1, 21, 2, 2, 13, 1, 8, 3, 1, 1, 2]","[1, 2, 1, 4, 3, 1, 1, 8, 3, 4, 1, 1, 2, 5, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 8, 1, 6, 15, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 11, 4, 1, 3, 1, 10, 1, 4, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 4, 1, 1, 3, 1, 3, 1, 2, 1, 12, 2, 1, 1, 1, 3, 1, 7, 2, 1, 4, 1, 1, 1, 1, 1, 2, 1, 11, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 3, 10, 1, 1, 1, 3, 2, 1, 1, 8, 1, 1, 15, 2, 1, 1, 2, 2, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 4, 2, 1, 1, 2, 1, 3, 2, 1, 4, 3, 1, 1, 1, 1, 1, 1, 6, 2, 2, 2, 4, 2, 2, 1, 4, 1, 1, 2, 2, 1, 1, 3, 1]",0.301875
4,"[2, 1, 1, 11, 24, 1, 5, 1, 1, 1, 3, 7, 11, 12, 37, 4, 4]","[1, 5, 2, 1, 5, 4, 1, 1, 14, 3, 4, 1, 4, 6, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 6, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 19, 5, 3, 3, 2, 2, 12, 1, 4, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 4, 1, 8, 2, 1, 17, 2, 1, 1, 5, 1, 4, 1, 1, 1, 1, 1, 2, 1, 1, 4, 1, 1, 1, 1, 1, 16, 1, 1, 3, 1, 2, 1, 1, 3, 1, 1, 1, 1, 4, 1, 1, 1, 2, 2, 1, 1, 1, 1, 3, 3, 1, 2, 1, 1, 1, 1, 2, 1, 4, 1, 1, 1, 8, 1, 1, 2, 2, 3, 1, 1, 1, 12, 1, 1, 1, 1, 6, 2, 3, 2, 1, 3, 2, 1, 7, 1, 2, 1, 2, 1, 1, 1, 3, 1]",0.3125
5,"[2, 13, 3, 2, 3, 26, 1, 2, 39, 19, 2, 4, 1, 2, 3, 3, 9, 3]","[1, 1, 5, 7, 1, 1, 11, 1, 16, 3, 4, 1, 2, 2, 1, 4, 1, 4, 1, 1, 1, 1, 1, 2, 6, 1, 1, 1, 11, 2, 1, 1, 1, 1, 1, 2, 1, 2, 5, 1, 7, 3, 1, 15, 1, 4, 8, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 2, 1, 1, 1, 10, 1, 1, 1, 1, 6, 3, 2, 1, 1, 1, 3, 1, 1, 2, 1, 4, 1, 1, 4, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 3, 1, 1, 1, 1, 4, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 5, 3, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 13, 1, 1, 1, 2, 1, 7, 3, 3, 1, 2, 1, 1, 13, 1, 1, 1, 1, 1, 8, 2, 3, 2, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1]",0.31375
6,"[13, 9, 5, 2, 1, 30, 3, 1, 6, 6, 2, 14, 1, 6, 1, 1, 1, 5, 13, 5, 2]","[1, 1, 1, 1, 1, 1, 2, 35, 1, 1, 3, 1, 2, 2, 4, 1, 4, 1, 1, 1, 3, 3, 7, 2, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 2, 1, 1, 7, 1, 1, 1, 10, 1, 1, 2, 3, 4, 9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 2, 1, 1, 1, 1, 1, 4, 2, 1, 2, 1, 4, 1, 1, 2, 5, 2, 4, 1, 1, 1, 1, 2, 1, 2, 1, 1, 6, 4, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 5, 1, 1, 1, 1, 7, 2, 1, 3, 1, 7, 1, 1, 3, 1, 1, 2, 1, 1, 1, 2, 1, 14, 2, 1, 1, 1, 2, 1, 7, 3, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 8, 2, 3, 2, 1, 1, 1, 4, 1, 1, 1, 1, 1]",0.299375
7,"[4, 39, 4, 10, 1, 4, 9, 2, 1, 3, 1, 4, 3, 11, 1, 6, 5, 1, 1, 9, 25, 11, 1, 1, 2, 1]","[1, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 3, 2, 1, 1, 1, 2, 2, 3, 5, 1, 24, 1, 1, 1, 2, 3, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 7, 1, 1, 1, 7, 1, 1, 1, 3, 6, 1, 1, 1, 1, 3, 1, 2, 5, 1, 1, 1, 1, 1, 1, 2, 1, 2, 3, 3, 1, 1, 1, 1, 1, 1, 4, 9, 1, 3, 2, 1, 4, 1, 1, 2, 3, 1, 2, 5, 1, 3, 1, 1, 1, 1, 1, 1, 4, 1, 1, 4, 1, 1, 7, 1, 1, 2, 1, 8, 1, 1, 1, 1, 1, 2, 3, 9, 7, 4, 1, 1, 1, 1, 4, 5, 3, 3, 2, 1, 1, 2, 1, 3, 11, 2, 1, 1, 3, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1]",0.305
8,"[1, 5, 9, 40, 1, 7, 4, 8, 6, 1, 1, 3, 1, 1, 3, 3]","[1, 1, 3, 2, 1, 1, 2, 1, 2, 2, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 8, 1, 2, 1, 4, 1, 1, 1, 1, 1, 1, 5, 3, 1, 1, 2, 1, 1, 4, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 2, 3, 1, 3, 1, 1, 1, 2, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 9, 4, 2, 1, 1, 2, 1, 1, 2, 1, 4, 1, 10, 3, 3, 2, 1, 6, 1, 1, 1, 1, 2, 1, 1, 1, 6, 1, 5, 1, 1, 3, 1, 2, 1, 1, 1, 1, 4, 1, 1, 4, 2, 4, 1, 20, 1, 2, 3, 1, 1, 8, 1, 1, 7, 1, 1, 2, 3, 7, 1, 1, 2, 1, 1, 4, 5, 5, 1, 1, 2, 2, 1, 1, 2, 4, 1, 1, 1, 3, 13, 1, 1, 1, 1, 1, 1, 2, 1, 4, 1, 1, 1, 1, 2, 1]",0.285625
9,"[6, 2, 1, 3, 10, 1, 8, 12, 10, 1, 4, 4, 4, 6, 3, 1, 24, 1, 3, 1, 4]","[2, 3, 5, 2, 1, 1, 1, 2, 1, 3, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 5, 2, 2, 1, 1, 2, 1, 2, 1, 1, 7, 1, 1, 1, 1, 5, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 5, 1, 4, 1, 1, 1, 3, 1, 2, 2, 6, 1, 8, 2, 1, 13, 2, 1, 1, 1, 2, 1, 1, 1, 1, 16, 1, 3, 1, 11, 1, 1, 1, 2, 1, 7, 2, 1, 1, 1, 2, 1, 1, 1, 1, 4, 1, 1, 1, 1, 4, 4, 5, 1, 11, 1, 1, 8, 2, 8, 1, 1, 8, 1, 2, 10, 2, 1, 3, 1, 4, 6, 5, 1, 1, 2, 2, 1, 9, 2, 2, 1, 1, 1, 1, 1, 3, 13, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1]",0.305625
