step,fire_size,cluster distr,mean tree density
0,[1],"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.0975
1,"[1, 2]","[3, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 4, 1, 2, 4, 1, 2, 1, 1, 4, 2, 1, 1, 3, 1, 2, 2, 1, 1, 1, 1, 2, 1, 8, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 1, 2, 2, 1, 1, 3, 1, 1, 3, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 2, 3, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 4, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 3, 1, 5, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1, 1]",0.183125
2,"[13, 3, 2, 1]","[4, 1, 1, 1, 1, 3, 1, 1, 2, 2, 2, 1, 2, 1, 1, 9, 1, 2, 5, 2, 3, 1, 1, 1, 6, 2, 1, 2, 2, 1, 5, 3, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 3, 2, 1, 3, 1, 1, 3, 4, 2, 1, 2, 1, 1, 1, 4, 3, 1, 1, 1, 1, 4, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 4, 1, 3, 1, 1, 1, 1, 2, 2, 1, 2, 3, 1, 1, 1, 5, 2, 2, 5, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 3, 2, 3, 3, 1, 4, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 10, 2, 1, 1, 3, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 5, 1, 1, 1, 3, 2, 6, 2, 1, 1, 4, 2, 1, 1, 3, 1, 1, 1, 6, 2, 1, 3, 1, 5, 1, 1, 2, 1, 1, 3, 1, 1, 2, 3, 1, 4, 2, 1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 7, 1, 2, 1, 3, 1, 5, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.264375
3,[],"[1, 6, 1, 1, 2, 1, 6, 4, 7, 2, 1, 2, 2, 2, 1, 1, 10, 1, 2, 2, 3, 1, 1, 2, 1, 12, 3, 2, 1, 5, 5, 2, 1, 6, 1, 1, 5, 1, 1, 1, 1, 1, 3, 8, 1, 3, 1, 3, 3, 1, 2, 1, 3, 1, 4, 3, 1, 1, 1, 1, 3, 2, 1, 4, 1, 1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 6, 3, 3, 1, 6, 8, 4, 1, 1, 3, 3, 1, 13, 2, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 4, 1, 2, 3, 2, 6, 3, 1, 7, 1, 1, 1, 1, 3, 3, 16, 1, 1, 3, 5, 2, 1, 1, 3, 1, 1, 1, 1, 4, 2, 1, 1, 2, 12, 1, 1, 1, 3, 2, 4, 1, 1, 4, 2, 1, 1, 6, 1, 1, 11, 1, 3, 2, 5, 1, 1, 1, 2, 1, 1, 3, 3, 2, 2, 5, 1, 4, 2, 3, 1, 1, 3, 1, 1, 2, 1, 1, 3, 1, 1, 2, 4, 1, 1, 1, 1, 4, 5, 1, 1, 7, 1, 4, 3, 1, 5, 2, 1, 4, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1]",0.32375
4,"[18, 15, 7]","[5, 12, 1, 14, 2, 1, 7, 4, 7, 2, 1, 2, 4, 1, 4, 3, 1, 2, 1, 2, 4, 1, 3, 1, 5, 5, 2, 1, 7, 1, 3, 5, 1, 1, 2, 3, 8, 2, 3, 6, 1, 3, 1, 1, 17, 1, 3, 1, 1, 3, 2, 1, 5, 1, 1, 8, 1, 3, 1, 2, 2, 1, 1, 1, 1, 1, 5, 1, 1, 6, 3, 3, 1, 7, 1, 1, 20, 6, 3, 1, 1, 4, 2, 9, 1, 1, 1, 1, 1, 3, 36, 1, 1, 2, 5, 2, 7, 3, 1, 8, 1, 2, 1, 1, 1, 3, 6, 2, 5, 3, 1, 2, 3, 1, 1, 1, 1, 5, 2, 1, 1, 13, 1, 6, 1, 18, 2, 2, 3, 4, 2, 8, 1, 6, 1, 1, 1, 3, 2, 6, 1, 5, 2, 4, 1, 3, 5, 1, 4, 2, 3, 1, 3, 7, 1, 3, 1, 3, 1, 9, 5, 1, 2, 1, 1, 3, 5, 8, 1, 3, 1, 5, 2, 1, 4, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1]",0.39625
5,"[28, 21]","[11, 12, 1, 25, 2, 1, 22, 8, 1, 7, 4, 1, 1, 2, 4, 1, 1, 15, 5, 2, 1, 7, 1, 6, 2, 4, 2, 3, 2, 3, 1, 7, 4, 1, 1, 4, 97, 1, 3, 1, 1, 3, 2, 1, 5, 2, 3, 5, 1, 1, 1, 1, 2, 1, 2, 4, 14, 1, 5, 1, 1, 6, 3, 1, 1, 26, 6, 3, 1, 1, 1, 12, 1, 5, 2, 1, 3, 1, 2, 5, 1, 8, 3, 2, 1, 3, 6, 5, 3, 2, 3, 3, 1, 1, 1, 1, 1, 9, 11, 1, 1, 9, 1, 1, 4, 1, 6, 1, 1, 4, 2, 7, 11, 3, 1, 4, 1, 5, 1, 2, 3, 3, 8, 1, 3, 1, 3, 1, 10, 5, 1, 10, 1, 1, 16, 5, 1, 1, 3, 1, 4, 3, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1]",0.43375
6,[13],"[12, 12, 1, 27, 2, 1, 40, 1, 8, 15, 2, 1, 2, 1, 16, 5, 13, 1, 2, 4, 3, 3, 3, 3, 2, 8, 4, 1, 152, 1, 4, 1, 6, 1, 1, 3, 5, 3, 3, 5, 1, 1, 1, 1, 1, 4, 5, 35, 1, 6, 1, 1, 6, 1, 26, 1, 1, 12, 2, 1, 1, 12, 1, 3, 1, 5, 6, 59, 3, 2, 3, 3, 1, 1, 1, 1, 1, 1, 1, 7, 7, 1, 6, 2, 8, 4, 1, 1, 4, 1, 1, 10, 2, 3, 14, 4, 1, 14, 1, 3, 1, 1, 8, 1, 3, 1, 7, 3, 1, 5, 1, 1, 2, 1]",0.46
7,"[28, 9, 49, 273]","[16, 29, 2, 1, 47, 1, 9, 16, 1, 1, 17, 6, 1, 4, 3, 3, 2, 3, 3, 2, 8, 6, 1, 1, 5, 6, 1, 11, 1, 3, 5, 3, 5, 1, 1, 1, 1, 1, 5, 1, 6, 1, 1, 1, 1, 2, 40, 1, 13, 2, 3, 1, 8, 8, 3, 2, 1, 1, 2, 1, 7, 1, 1, 7, 1, 1, 1, 17, 2, 1, 5, 4, 7, 1, 3, 9, 2, 25, 1, 1, 1, 3, 1, 7, 4, 1, 1, 1, 4]",0.506875
8,"[3, 21, 16]","[16, 49, 88, 9, 1, 1, 1, 1, 1, 1, 8, 3, 4, 2, 8, 1, 1, 1, 1, 7, 1, 15, 1, 7, 1, 5, 3, 5, 1, 1, 3, 1, 5, 9, 1, 1, 1, 1, 1, 1, 1, 3, 49, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 1, 2, 19, 2, 2, 3, 2, 3, 1, 2, 1, 1, 1, 7, 9, 2, 1, 8, 1, 1, 2, 19, 17, 1, 1, 1, 6, 1, 3, 1, 1, 3, 1, 1, 1, 1, 9, 26, 1, 2, 1, 1, 1, 1, 3, 1, 2, 1, 3, 1, 1, 7, 4, 2, 1, 5, 1, 1, 1]",0.365625
9,"[57, 3]","[18, 111, 10, 1, 3, 1, 1, 1, 1, 1, 9, 1, 8, 1, 4, 1, 1, 1, 1, 7, 1, 15, 1, 7, 1, 1, 5, 3, 5, 1, 3, 3, 1, 6, 1, 9, 1, 1, 1, 1, 1, 1, 1, 1, 1, 142, 1, 1, 1, 1, 1, 4, 1, 5, 4, 2, 1, 1, 1, 1, 2, 2, 25, 1, 7, 2, 3, 2, 3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 9, 1, 1, 3, 2, 1, 1, 1, 2, 3, 23, 1, 7, 7, 1, 1, 1, 1, 1, 1, 2, 4, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 7, 4, 1, 7, 1, 1]",0.404375
