step,fire_size,cluster distr,mean tree density
0,"[1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 2]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 3, 2, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1]",0.1025
1,"[1, 1, 4, 1, 1, 3, 2, 3, 1, 3, 5, 2, 1, 2, 1, 1, 3, 4, 1, 1]","[1, 3, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 4, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 4, 2, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 7, 2, 1, 1, 3, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 4, 1, 1, 1, 2, 1, 1, 7, 1, 3, 1, 1, 1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 4, 1, 2, 1, 2, 4, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 4, 1, 1, 1, 1, 2]",0.176875
2,"[4, 2, 3, 8, 1, 7, 1, 1, 1, 3, 2, 7, 2, 4, 1, 15, 1, 12, 1, 4, 10, 3, 1, 1, 6, 2, 5, 2]","[2, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 4, 2, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 4, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 5, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 3, 1, 1, 2, 1, 1, 3, 2, 1, 2, 1, 4, 2, 1, 2, 1, 2, 9, 1, 1, 1, 3, 3, 1, 1, 4, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 2, 3, 1, 4, 1]",0.224375
3,"[2, 10, 3, 1, 5, 1, 3, 4, 9, 2, 1, 5, 4, 4, 1, 1, 5, 2, 2, 1, 1, 2, 4, 4, 4, 2, 6, 1, 7, 5, 14, 6, 2, 1, 2, 8]","[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 4, 5, 1, 1, 3, 1, 1, 2, 1, 1, 1, 3, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 5, 1, 1, 3, 3, 1, 1, 1, 1, 2, 2, 3, 1, 6, 1, 3, 1, 1, 1, 2, 1, 1, 2, 1, 1, 4, 1, 1, 1, 5, 2, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 2, 7, 2, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 3, 1, 1, 1, 3, 2, 2, 2, 1, 4, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 3, 4, 1, 1, 2, 1, 6, 1, 1, 1, 2, 2, 1, 1, 3, 1, 3, 1, 1, 1]",0.248125
4,"[1, 3, 3, 6, 1, 1, 6, 2, 1, 5, 2, 21, 1, 7, 1, 6, 2, 2, 3, 2, 2, 2, 3, 6, 1, 3, 2, 9]","[4, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 2, 8, 4, 1, 2, 5, 2, 3, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 2, 3, 1, 3, 1, 1, 1, 2, 1, 2, 11, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 7, 3, 1, 1, 1, 4, 1, 1, 2, 3, 1, 4, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 6, 1, 3, 1, 1, 1, 2, 1, 2, 2, 3, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 4, 1, 1, 3, 1, 1, 1, 1, 2, 2, 1, 3, 2, 2, 2, 1, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 5, 2, 2, 1, 1, 1, 1, 1, 1, 3, 1, 5, 1, 1, 1, 2, 1, 1]",0.249375
5,"[1, 2, 1, 2, 4, 1, 1, 1, 13, 2, 5, 12, 1, 10, 2, 7, 7, 11, 3, 4, 4, 1, 1, 8, 9, 2, 2, 10, 4, 1, 4, 1, 2, 2, 1, 4, 1, 3, 2, 1]","[5, 1, 2, 2, 1, 1, 18, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1, 2, 8, 9, 1, 2, 3, 1, 2, 1, 1, 1, 1, 1, 1, 2, 2, 1, 3, 1, 1, 2, 2, 1, 2, 1, 1, 1, 2, 1, 1, 3, 1, 3, 2, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 4, 4, 1, 1, 5, 1, 1, 1, 1, 4, 1, 1, 2, 1, 1, 1, 2, 1, 1, 2, 2, 4, 1, 1, 2, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 2, 2, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 3, 2, 1, 3, 1]",0.261875
6,"[5, 1, 1, 6, 1, 22, 3, 3, 8, 1, 1, 5, 1, 2, 6, 2, 3, 6, 18, 1, 2, 2, 12, 1, 3, 3, 3, 1, 3, 1, 2, 1, 1, 3, 2, 2, 6, 6, 9, 1, 4, 1, 1]","[1, 2, 2, 1, 1, 1, 2, 4, 7, 1, 1, 1, 1, 1, 4, 1, 9, 1, 1, 1, 5, 1, 2, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 2, 2, 1, 1, 1, 1, 1, 3, 7, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 7, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 1, 1, 2, 1, 3, 3, 1, 1, 2, 2, 2, 1, 2, 1, 2, 3, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 4, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1]",0.25125
7,"[3, 4, 9, 3, 1, 9, 1, 7, 3, 6, 1, 5, 1, 1, 1, 3, 5, 3, 1, 4, 1, 7, 2, 7, 5, 7, 7, 2, 3, 1, 2, 1, 1, 3, 1, 3, 3, 3]","[1, 2, 1, 2, 2, 2, 1, 2, 4, 1, 1, 1, 2, 4, 3, 1, 4, 1, 2, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 4, 3, 3, 1, 1, 6, 8, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 5, 1, 1, 2, 1, 1, 4, 7, 1, 1, 1, 4, 1, 2, 1, 6, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 2, 5, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1]",0.228125
8,"[2, 1, 2, 1, 3, 2, 1, 2, 2, 4, 4, 2, 4, 5, 7, 1, 8, 6, 3, 5, 6, 1, 1, 9, 2, 2, 1, 1, 1, 1, 3, 5, 1]","[3, 3, 1, 2, 4, 1, 2, 2, 4, 3, 1, 4, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 3, 1, 3, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2, 1, 1, 1, 2, 1, 2, 1, 1, 3, 1, 5, 1, 1, 6, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 2, 1, 1, 1, 1, 1, 3, 1, 1, 1, 7, 1, 1, 1, 4, 1, 1, 5, 2, 1, 6, 1, 4, 1, 1, 1, 2, 1, 2, 2, 4, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 3, 1, 1, 2, 1, 1, 1, 2, 6, 2, 1, 1, 1, 1, 1, 1, 1, 2, 3, 3, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1]",0.23375
9,"[3, 2, 1, 3, 1, 2, 1, 3, 2, 2, 1, 1, 1, 8, 2, 1, 1, 3, 1, 3, 8, 2, 4, 5, 6, 5, 2, 1, 2, 1, 4, 1, 2, 1, 1, 1]","[1, 4, 1, 1, 1, 2, 4, 1, 1, 2, 1, 2, 1, 4, 3, 1, 1, 1, 1, 4, 1, 1, 1, 1, 4, 1, 1, 2, 6, 1, 1, 2, 3, 2, 4, 1, 1, 1, 1, 1, 3, 1, 3, 1, 1, 1, 1, 2, 2, 1, 1, 3, 1, 1, 2, 1, 1, 1, 2, 4, 2, 1, 1, 2, 1, 1, 5, 1, 3, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 3, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 4, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 2, 4, 5, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 4, 1, 3, 1, 1, 3, 8, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 2, 3, 7, 1, 4, 1, 1, 1, 1, 3, 3, 1, 3, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 2, 1]",0.250625
10,"[7, 4, 2, 1, 1, 6, 4, 4, 6, 5, 2, 9, 8, 3, 4, 1, 3, 1, 11, 1, 3, 1, 3, 2, 1, 1, 3, 4, 1, 1, 8, 16, 2, 5, 1, 7, 4, 1]","[1, 2, 1, 1, 2, 2, 3, 1, 1, 2, 1, 1, 1, 2, 2, 4, 10, 1, 1, 1, 1, 1, 1, 2, 3, 2, 1, 2, 1, 4, 1, 2, 2, 1, 2, 2, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 3, 2, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 4, 1, 2, 4, 2, 1, 3, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 2, 1, 1, 4, 1, 1, 1, 1, 5, 1, 1, 3, 5, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 4, 5, 2, 1, 1, 1, 1, 1, 1, 13, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 3, 6, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 3, 1, 1, 3, 1, 1, 3, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1]",0.278125
