step,fire_size,cluster distr,mean tree density
0,[],"[1, 2, 1, 1, 1, 2, 2, 1, 1]",0.12
1,[],"[1, 3, 1, 3, 3, 2, 1, 1, 1, 1, 1]",0.18
2,[],"[7, 1, 4, 4, 6, 1, 2, 1]",0.26
3,[],"[1, 9, 6, 4, 6, 2, 3, 1, 1]",0.33
4,[],"[1, 2, 10, 13, 6, 2, 5, 1]",0.4
5,[],"[2, 2, 18, 14, 1, 6, 2, 1, 1]",0.47
6,[],"[2, 17, 21, 1, 6, 2, 1]",0.5
7,[],"[2, 17, 21, 1, 10, 1]",0.52
8,[],"[3, 17, 22, 2, 11, 1]",0.56
9,[],"[4, 53, 2, 1]",0.6
10,[],"[60, 3, 1]",0.64
11,[],"[63, 1, 3, 1]",0.68
12,[],"[71, 1, 1]",0.73
13,[],"[72, 1, 1]",0.74
14,[],"[73, 1, 1]",0.75
15,[],"[76, 1, 1]",0.78
16,[],"[80, 1]",0.81
17,[],[84],0.84
18,[],[87],0.87
19,[],[87],0.87
20,[],[90],0.9
21,[],[92],0.92
22,[],[93],0.93
23,[],[93],0.93
24,[],[93],0.93
25,[],[93],0.93
26,[],[94],0.94
27,[],[95],0.95
28,[],[95],0.95
29,[],[95],0.95
30,[],[96],0.96
31,[],[97],0.97
32,[],[98],0.98
33,[],[98],0.98
34,[],[98],0.98
35,[],[99],0.99
36,[],[99],0.99
37,[],[99],0.99
38,[],[99],0.99
39,[],[99],0.99
40,[],[99],0.99
41,[],[99],0.99
42,[],[99],0.99
43,[],[99],0.99
44,[],[99],0.99
45,[],[99],0.99
46,[],[99],0.99
47,[],[99],0.99
48,[],[99],0.99
49,[],[99],0.99
50,[],[99],0.99
51,[],[99],0.99
52,[],[99],0.99
53,[],[99],0.99
54,[],[99],0.99
55,[],[99],0.99
56,[],[99],0.99
57,[],[99],0.99
58,[],[99],0.99
59,[],[99],0.99
60,[],[99],0.99
61,[],[99],0.99
62,[99],[],0.99
63,[],"[2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.12
64,[],"[2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 2, 2]",0.19
65,[],"[2, 1, 6, 1, 5, 1, 1, 1, 3, 1, 1, 2, 3, 2]",0.3
66,[],"[9, 4, 1, 1, 5, 1, 4, 3, 1, 2, 1, 2, 6]",0.4
67,[],"[9, 4, 1, 1, 1, 5, 1, 4, 4, 3, 1, 2, 10]",0.46
68,[],"[9, 4, 1, 1, 1, 5, 1, 18, 5, 3, 1]",0.49
69,[],"[46, 5, 1, 1, 1, 1]",0.55
70,[],"[56, 7, 1]",0.64
71,[],"[59, 7, 1]",0.67
72,[],[70],0.7
73,[],[72],0.72
74,[],[75],0.75
75,[],[81],0.81
76,[],[82],0.82
77,[],[84],0.84
78,[],[86],0.86
79,[],[87],0.87
80,[],[89],0.89
81,[],[90],0.9
82,[],[91],0.91
83,[],[94],0.94
84,[],[94],0.94
85,[],[94],0.94
86,[],[94],0.94
87,[],[96],0.96
88,[],[96],0.96
89,[],[97],0.97
90,[],[97],0.97
91,[],[98],0.98
92,[],[99],0.99
93,[],[99],0.99
94,[],[99],0.99
95,[],[99],0.99
96,[],[99],0.99
97,[],[99],0.99
98,[],[99],0.99
99,[],[99],0.99
