step,fire_size,cluster distr,mean tree density
10,[],"[11, 1, 1, 110, 1, 1, 1, 1, 13, 3, 3, 1, 1, 3, 2, 5, 1, 4, 2, 7, 2, 4, 1, 1, 1, 1, 4, 2, 2, 4, 1, 1, 2, 3, 4, 1, 1, 1, 2, 4, 2, 1, 2, 4, 1, 1, 1, 22, 2, 2, 10, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 5, 1, 14, 3, 3, 1, 4, 2, 1, 2, 1, 2, 1, 3, 1, 2, 1, 1, 9, 1, 1, 2, 2, 1, 1, 9, 2, 1, 21, 6, 1, 1, 2, 1, 1, 1, 9, 1, 2, 1, 1, 1, 3, 2, 48, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 12, 1, 1, 1, 1, 2, 1, 3, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 7, 2, 1, 2, 1, 9, 1, 1, 1, 1, 2, 1, 1]",0.3425
11,[],"[14, 1, 1, 125, 1, 1, 3, 13, 1, 4, 3, 1, 1, 1, 4, 2, 5, 1, 4, 2, 8, 2, 4, 1, 2, 1, 6, 1, 2, 3, 10, 1, 2, 3, 1, 7, 1, 3, 1, 2, 1, 2, 6, 2, 2, 1, 1, 25, 1, 2, 11, 1, 2, 3, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 3, 4, 5, 2, 24, 1, 4, 1, 1, 3, 2, 3, 1, 2, 2, 1, 9, 1, 1, 1, 2, 5, 7, 1, 1, 9, 2, 90, 1, 1, 1, 4, 2, 10, 1, 2, 2, 1, 1, 1, 3, 3, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 2, 1, 5, 1, 1, 2, 1, 1, 1, 1, 3, 1, 3, 3, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 3, 2, 1, 3, 16, 1, 1, 8, 2, 1, 1, 2, 4, 3, 1, 1, 1, 1, 1, 1, 1]",0.4125
12,"[3, 16]","[14, 1, 139, 1, 7, 14, 1, 4, 3, 1, 1, 1, 1, 4, 1, 6, 1, 4, 2, 8, 2, 12, 1, 2, 3, 3, 7, 1, 10, 1, 2, 8, 1, 7, 1, 2, 1, 7, 2, 41, 1, 1, 4, 2, 2, 15, 1, 2, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 2, 1, 1, 1, 3, 5, 2, 25, 4, 1, 1, 1, 3, 3, 2, 3, 1, 2, 1, 9, 1, 1, 1, 2, 6, 7, 1, 1, 9, 2, 104, 1, 1, 1, 1, 4, 2, 3, 12, 1, 2, 1, 1, 1, 1, 4, 2, 2, 5, 1, 1, 4, 1, 3, 3, 1, 1, 1, 1, 1, 5, 1, 2, 1, 1, 1, 4, 1, 1, 3, 1, 3, 1, 1, 1, 7, 1, 2, 4, 10, 1, 2, 3, 4, 3, 1, 1, 1, 4, 3, 1, 1, 1, 1, 2, 1, 1]",0.461875
13,[],"[199, 1, 34, 1, 5, 3, 1, 1, 1, 1, 7, 1, 6, 1, 9, 1, 4, 2, 2, 12, 16, 1, 2, 70, 13, 1, 7, 2, 1, 5, 5, 2, 1, 1, 1, 3, 1, 2, 1, 1, 9, 6, 37, 1, 1, 1, 1, 3, 3, 10, 2, 3, 1, 112, 1, 27, 2, 1, 2, 8, 1, 1, 2, 1, 1, 1, 4, 13, 1, 2, 1, 1, 8, 2, 2, 10, 1, 1, 3, 1, 4, 1, 1, 1, 5, 1, 1, 5, 1, 3, 5, 1, 12, 3, 1, 1, 1, 1, 8, 1, 1, 4, 11, 2, 5, 4, 4, 5, 5, 1, 1, 3, 1, 1, 1, 3, 1, 1, 1]",0.5175
14,"[113, 16]","[304, 1, 1, 5, 3, 1, 1, 1, 13, 6, 1, 1, 2, 2, 17, 1, 13, 8, 1, 1, 5, 3, 1, 1, 1, 15, 1, 2, 1, 2, 11, 1, 1, 1, 1, 3, 10, 3, 1, 115, 1, 31, 2, 1, 37, 1, 2, 1, 1, 1, 1, 3, 14, 1, 11, 2, 1, 1, 4, 1, 1, 1, 1, 1, 5, 5, 4, 12, 15, 2, 1, 1, 1, 9, 1, 4, 2, 5, 4, 4, 5, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1]",0.565
15,[349],"[1, 1, 10, 1, 1, 13, 1, 2, 2, 1, 18, 1, 2, 1, 1, 1, 1, 1, 7, 1, 1, 3, 1, 1, 13, 19, 1, 1, 2, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 137, 3, 1, 1, 1, 41, 2, 1, 1, 39, 1, 1, 1, 1, 1, 1, 1, 3, 14, 1, 11, 2, 1, 1, 11, 1, 1, 1, 11, 1, 17, 18, 26, 1, 1, 7, 5, 5, 1, 1, 3, 1]",0.531875
16,[],"[3, 3, 1, 12, 1, 1, 1, 13, 1, 2, 1, 1, 1, 1, 3, 2, 2, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 19, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 2, 3, 2, 12, 22, 3, 1, 1, 148, 3, 6, 1, 2, 1, 3, 1, 1, 1, 1, 1, 1, 1, 213, 3, 1, 1, 3, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 12, 2, 1, 1, 1, 1, 18, 1, 1, 5, 1, 1, 1, 1, 3]",0.37125
17,[170],"[8, 1, 1, 1, 1, 1, 27, 1, 1, 1, 2, 1, 2, 1, 1, 1, 2, 2, 3, 1, 3, 1, 4, 2, 2, 1, 2, 3, 1, 2, 1, 2, 1, 3, 1, 2, 3, 1, 25, 1, 1, 2, 1, 1, 2, 4, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2, 4, 3, 24, 1, 1, 1, 1, 243, 5, 1, 1, 4, 1, 3, 1, 2, 1, 2, 1, 1, 1, 2, 4, 5, 5, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 1, 1, 19, 1, 2, 5, 1, 1, 1, 1, 3]",0.425625
18,[3],"[9, 1, 1, 2, 1, 1, 35, 1, 4, 1, 11, 1, 6, 2, 1, 1, 2, 7, 2, 3, 1, 1, 1, 2, 3, 3, 1, 1, 3, 6, 2, 1, 1, 1, 1, 3, 28, 2, 3, 1, 1, 1, 4, 2, 1, 1, 2, 5, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 2, 4, 3, 26, 1, 1, 1, 1, 2, 1, 1, 268, 5, 1, 5, 1, 4, 1, 1, 1, 2, 1, 1, 2, 1, 1, 1, 1, 1, 4, 3, 5, 1, 5, 1, 2, 2, 1, 1, 2, 2, 1, 2, 1, 1, 1, 1, 1, 1, 2, 3, 1, 1, 1, 25, 2, 1, 2, 1, 1, 1, 5, 2, 1, 1, 1, 1, 3]",0.39
19,[327],"[19, 1, 1, 17, 1, 1, 1, 37, 1, 4, 1, 1, 7, 2, 1, 1, 7, 2, 3, 1, 1, 1, 6, 1, 3, 6, 2, 1, 1, 2, 1, 3, 1, 29, 1, 7, 3, 4, 9, 1, 1, 6, 2, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 3, 4, 4, 26, 1, 2, 1, 1, 3, 1, 1, 5, 1, 2, 7, 5, 1, 1, 1, 3, 1, 1, 2, 5, 1, 6, 1, 1, 2, 1, 5, 4, 1, 2, 5, 1, 2, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 3, 1, 3, 2, 1, 1, 2, 2, 1, 1, 2, 2, 2, 7, 1, 2, 1, 1, 1, 1, 3]",0.445625
20,"[5, 1, 5]","[29, 10, 35, 1, 1, 38, 2, 1, 8, 2, 1, 1, 1, 1, 1, 6, 1, 3, 9, 2, 2, 1, 1, 2, 12, 1, 3, 35, 1, 3, 4, 1, 6, 1, 3, 1, 1, 1, 7, 1, 1, 1, 4, 4, 35, 1, 2, 1, 1, 1, 1, 6, 1, 1, 1, 1, 5, 2, 12, 1, 1, 1, 1, 5, 1, 1, 2, 2, 1, 1, 1, 1, 14, 7, 3, 1, 1, 1, 4, 8, 1, 1, 2, 1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 2, 5, 1, 5, 1, 1, 4, 3, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 3, 1, 1, 1, 1, 1, 1, 4, 2, 3, 1, 2, 7, 1, 1, 2, 2, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.320625
21,[],"[35, 10, 4, 45, 1, 61, 2, 3, 2, 1, 1, 1, 1, 1, 1, 15, 2, 1, 1, 15, 1, 3, 73, 6, 1, 8, 3, 1, 1, 1, 4, 9, 1, 1, 4, 4, 1, 2, 1, 13, 1, 7, 1, 1, 1, 1, 1, 1, 2, 13, 1, 1, 1, 1, 1, 3, 2, 2, 4, 1, 1, 1, 15, 7, 3, 1, 1, 1, 1, 6, 9, 1, 1, 2, 3, 1, 1, 1, 1, 5, 1, 3, 3, 3, 1, 1, 1, 2, 2, 2, 1, 4, 3, 1, 1, 1, 1, 6, 1, 2, 2, 1, 10, 1, 1, 8, 6, 1, 1, 5, 1, 2, 1, 1, 1, 1, 1, 2, 2, 5, 2, 1, 5, 1, 1, 1, 3, 3, 5, 1, 3, 2, 7, 1, 1, 1, 1, 2, 1, 2, 1, 3, 1, 1, 4, 1, 3, 2, 1, 1, 1, 1, 1]",0.379375
22,[82],"[50, 10, 4, 146, 1, 2, 3, 1, 1, 1, 1, 2, 1, 1, 15, 1, 3, 6, 1, 1, 1, 1, 2, 1, 1, 4, 6, 39, 3, 4, 1, 1, 1, 1, 1, 1, 1, 2, 44, 1, 1, 1, 1, 1, 1, 6, 4, 1, 1, 15, 1, 3, 1, 1, 1, 2, 1, 1, 1, 1, 5, 1, 3, 3, 3, 4, 2, 2, 1, 2, 2, 1, 1, 1, 1, 4, 3, 7, 2, 1, 38, 1, 1, 1, 3, 2, 1, 1, 2, 8, 1, 1, 6, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 4, 6, 2, 4, 1, 5, 1, 3, 1, 1, 1, 3, 1, 1, 4, 2, 1, 13, 1, 1, 1, 4, 6, 1, 4, 1, 1, 1, 1, 2, 1, 1, 1, 1]",0.44
23,[159],"[1, 59, 10, 4, 1, 1, 1, 1, 1, 2, 1, 1, 17, 1, 3, 1, 6, 1, 1, 1, 1, 1, 1, 1, 2, 2, 6, 6, 50, 4, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 52, 1, 1, 1, 2, 1, 6, 1, 1, 1, 1, 19, 1, 1, 3, 1, 1, 1, 1, 5, 6, 1, 1, 1, 1, 8, 1, 3, 3, 2, 12, 4, 2, 1, 1, 4, 51, 5, 2, 1, 1, 1, 1, 3, 2, 1, 1, 14, 1, 1, 6, 1, 4, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 4, 1, 6, 4, 1, 6, 2, 1, 1, 3, 1, 4, 2, 1, 1, 15, 1, 4, 1, 4, 7, 1, 4, 1, 1, 1, 2, 2, 1, 1, 1]",0.440625
24,[2],"[1, 187, 15, 4, 1, 4, 1, 2, 1, 4, 1, 1, 2, 1, 1, 1, 2, 26, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 7, 1, 2, 1, 2, 7, 2, 2, 7, 1, 4, 1, 1, 1, 1, 1, 3, 3, 2, 1, 2, 1, 2, 4, 2, 1, 8, 1, 1, 1, 1, 1, 1, 1, 21, 1, 1, 1, 15, 1, 1, 1, 1, 5, 1, 1, 3, 1, 9, 5, 7, 3, 2, 15, 1, 4, 68, 2, 2, 1, 1, 4, 3, 1, 1, 22, 2, 1, 9, 1, 4, 1, 1, 2, 1, 3, 1, 1, 1, 1, 4, 13, 4, 1, 1, 1, 18, 1, 7, 1, 1, 1, 4, 1, 4, 7, 1, 1, 1, 1, 3, 2, 1, 1, 2]",0.415625
25,[21],"[1, 313, 15, 5, 1, 8, 7, 1, 1, 4, 1, 1, 2, 1, 2, 3, 2, 1, 1, 2, 2, 1, 1, 2, 1, 1, 1, 1, 3, 1, 4, 7, 1, 1, 2, 7, 7, 2, 3, 1, 1, 1, 1, 1, 1, 1, 3, 4, 3, 1, 2, 1, 2, 5, 2, 1, 11, 1, 1, 2, 1, 1, 1, 8, 32, 2, 1, 1, 1, 1, 9, 5, 7, 3, 2, 16, 1, 5, 2, 2, 2, 1, 1, 3, 1, 1, 1, 23, 2, 2, 4, 9, 4, 1, 3, 2, 1, 1, 3, 1, 1, 1, 4, 13, 11, 1, 1, 1, 28, 1, 7, 1, 1, 1, 4, 7, 1, 1, 1, 2, 1, 2]",0.465625
26,[2],"[1, 403, 5, 1, 8, 12, 1, 1, 4, 1, 2, 1, 2, 1, 3, 1, 6, 2, 1, 1, 3, 1, 1, 3, 1, 1, 4, 1, 1, 1, 2, 1, 7, 8, 2, 1, 4, 1, 1, 3, 1, 1, 1, 3, 5, 15, 2, 1, 2, 2, 11, 1, 1, 1, 1, 1, 52, 1, 4, 1, 1, 1, 20, 3, 2, 1, 2, 2, 2, 1, 1, 3, 1, 5, 1, 25, 2, 2, 25, 5, 2, 6, 1, 1, 1, 14, 1, 1, 32, 7, 1, 1, 1, 4, 7, 1, 1, 2, 1]",0.501875
27,[],"[469, 5, 2, 8, 6, 1, 1, 1, 1, 2, 1, 1, 3, 1, 6, 2, 4, 1, 2, 1, 2, 3, 2, 4, 4, 1, 2, 2, 6, 7, 8, 1, 1, 1, 1, 4, 1, 1, 3, 5, 16, 3, 1, 2, 1, 1, 60, 1, 2, 4, 1, 1, 1, 21, 4, 3, 1, 1, 2, 2, 2, 1, 3, 1, 1, 34, 1, 26, 2, 2, 9, 6, 3, 1, 3, 1, 14, 1, 1, 34, 1, 1, 1, 12, 1, 1, 1, 2, 1]",0.545
28,[548],"[6, 1, 7, 1, 1, 1, 1, 5, 1, 1, 1, 5, 1, 3, 7, 3, 1, 1, 2, 1, 4, 2, 4, 2, 4, 4, 1, 1, 2, 6, 8, 3, 3, 1, 21, 1, 3, 1, 2, 1, 3, 60, 2, 1, 1, 5, 101, 1, 1, 2, 1, 2, 2, 1, 1, 1, 41, 2, 2, 9, 1, 6, 3, 1, 1, 16, 1, 1, 1, 1, 1, 1, 1, 2, 1]",0.593125
29,[],"[1, 1, 1, 6, 11, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 1, 1, 1, 8, 4, 2, 1, 8, 6, 1, 1, 1, 1, 1, 1, 1, 4, 2, 1, 2, 4, 1, 2, 16, 1, 1, 32, 7, 2, 1, 1, 3, 4, 1, 2, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 2, 2, 1, 5, 3, 1, 1, 200, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 4, 1, 2, 1, 1, 1, 1, 2, 2, 2, 1, 3, 1, 1, 3, 1, 52, 2, 1, 6, 1, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 1, 2, 1]",0.323125
30,[],"[1, 1, 1, 9, 13, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 3, 1, 2, 1, 1, 1, 1, 22, 1, 2, 1, 1, 5, 1, 2, 12, 1, 1, 2, 1, 1, 1, 1, 26, 1, 4, 3, 1, 2, 4, 1, 2, 1, 1, 2, 268, 8, 3, 6, 1, 1, 1, 3, 1, 1, 1, 2, 2, 2, 3, 1, 4, 1, 1, 1, 1, 2, 1, 6, 3, 2, 5, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 7, 4, 2, 2, 1, 1, 1, 1, 1, 2, 1, 4, 1, 61, 3, 2, 2, 7, 1, 1, 1, 2, 2, 1, 5, 1, 5, 1, 1, 1, 1]",0.393125
31,[],"[1, 1, 1, 1, 9, 14, 3, 6, 1, 3, 1, 31, 1, 1, 21, 2, 1, 1, 2, 2, 1, 2, 3, 2, 1, 1, 5, 2, 1, 2, 3, 1, 4, 1, 2, 1, 32, 3, 3, 1, 2, 290, 1, 2, 1, 5, 9, 3, 6, 1, 1, 1, 1, 1, 4, 4, 2, 1, 8, 4, 1, 1, 1, 2, 2, 3, 2, 7, 2, 1, 1, 2, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 3, 3, 1, 2, 2, 7, 4, 3, 4, 1, 1, 1, 1, 1, 4, 1, 1, 2, 5, 2, 65, 3, 1, 1, 2, 8, 2, 2, 1, 1, 1, 2, 8, 2, 5, 1, 2, 1, 1, 1]",0.44875
32,"[1, 321]","[1, 1, 6, 12, 15, 3, 6, 1, 1, 33, 2, 4, 30, 2, 1, 1, 1, 2, 1, 3, 4, 2, 1, 1, 5, 2, 1, 2, 3, 1, 4, 1, 3, 44, 7, 1, 2, 2, 2, 1, 1, 10, 5, 1, 1, 1, 1, 1, 5, 8, 1, 13, 5, 1, 4, 2, 1, 2, 12, 1, 2, 2, 1, 1, 1, 4, 1, 1, 1, 5, 1, 1, 11, 3, 1, 2, 6, 5, 5, 1, 1, 1, 1, 4, 76, 1, 6, 6, 4, 2, 8, 2, 1, 2, 1, 1, 1, 1, 2, 9, 2, 5, 1, 1, 1, 1]",0.505625
33,[],"[1, 1, 7, 12, 16, 1, 4, 9, 1, 120, 1, 38, 2, 4, 1, 6, 4, 1, 3, 1, 5, 2, 1, 3, 3, 1, 6, 6, 4, 2, 1, 1, 1, 1, 32, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 2, 1, 9, 4, 1, 1, 1, 1, 11, 12, 1, 1, 2, 2, 1, 1, 4, 1, 2, 1, 1, 1, 1, 1, 1, 14, 1, 1, 3, 2, 1, 1, 1, 2, 115, 5, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 6, 3, 8, 2, 1, 1, 3, 1, 1, 2, 1, 9, 1, 1, 1, 1, 9, 2, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1]",0.383125
34,[],"[1, 1, 8, 166, 1, 49, 15, 1, 1, 2, 6, 7, 4, 4, 1, 2, 8, 3, 6, 5, 1, 2, 1, 1, 1, 1, 34, 1, 1, 6, 4, 1, 1, 1, 1, 1, 1, 13, 2, 7, 1, 1, 1, 1, 1, 1, 12, 13, 1, 1, 1, 1, 3, 1, 1, 4, 1, 2, 3, 1, 1, 1, 1, 1, 2, 1, 14, 1, 2, 1, 1, 1, 3, 2, 3, 1, 1, 1, 2, 122, 5, 1, 1, 2, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 6, 3, 7, 9, 2, 1, 2, 3, 28, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 2, 6, 1, 1, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.441875
