step,fire_size,cluster distr,mean tree density
0,[],"[2, 1, 1, 2, 1]",0.07
1,[],"[3, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1]",0.2
2,[1],"[3, 3, 1, 1, 1, 1, 1, 2, 1, 2, 1, 7, 1, 1, 1, 1, 1, 1]",0.31
3,"[3, 1, 1, 1]","[4, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 9, 1, 1, 1, 1, 1]",0.36
4,"[5, 1]","[4, 2, 1, 1, 2, 2, 1, 2, 11, 1, 1, 1, 1, 1]",0.37
5,"[6, 1]","[2, 1, 1, 1, 2, 2, 1, 2, 15, 1, 3]",0.38
6,"[4, 23, 3]","[2, 2, 1, 1, 1, 2, 3, 1]",0.43
7,"[2, 3, 4, 1]","[6, 1, 1, 2, 2, 1, 1, 1]",0.25
8,[2],"[6, 2, 1, 2, 1, 2, 1, 3, 1, 1, 1, 1, 1]",0.25
9,"[7, 2, 2]","[7, 2, 2, 1, 3, 3, 2, 1, 1]",0.33
10,"[5, 4, 3]","[11, 1, 2, 1, 2, 1, 1, 1, 1]",0.33
11,[],"[12, 1, 1, 3, 1, 1, 1, 1, 4, 2, 1, 1, 1]",0.3
12,"[14, 4, 2, 4, 2]","[1, 2, 1, 1, 1, 1, 1, 3, 1, 1]",0.39
13,[],"[2, 2, 1, 1, 1, 1, 1, 1, 3, 1, 1, 2]",0.17
14,"[2, 3]","[2, 3, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2]",0.24
15,"[1, 2, 1, 5]","[3, 3, 3, 1, 1, 1, 2, 1, 1, 1, 1, 1]",0.28
16,"[3, 1]","[3, 3, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 1]",0.24
17,"[2, 4, 1]","[3, 3, 3, 1, 1, 3, 1, 1, 1, 2, 1]",0.27
18,"[3, 4]","[3, 3, 1, 1, 3, 2, 6, 3, 1, 1, 1]",0.32
19,"[5, 6, 6, 4]","[3, 3, 1, 1, 1, 1, 1, 1, 1]",0.34
20,[3],"[5, 3, 1, 1, 1, 1, 1, 1, 1, 1]",0.19
21,[5],"[5, 5, 1, 1, 5, 1, 1, 2]",0.26
22,"[8, 6, 3]","[1, 1, 1, 1, 6, 1, 1, 2, 1]",0.32
23,[2],"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 11, 1, 1, 1, 2]",0.28
24,[1],"[1, 1, 1, 1, 4, 1, 1, 1, 1, 12, 1, 1, 3, 1]",0.31
25,"[2, 4, 1, 21, 2]","[1, 1, 1, 1, 1, 1, 3, 1]",0.4
26,"[1, 3]","[1, 1, 1, 1, 1, 1, 1, 1]",0.12
27,[3],"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.15
28,[],"[1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1]",0.16
29,"[1, 1]","[1, 3, 5, 1, 4, 1, 5, 3, 2, 1, 1]",0.29
30,"[2, 3, 10]","[1, 1, 1, 1, 5, 4, 1, 2, 1, 1]",0.33
31,"[2, 1]","[1, 1, 1, 1, 1, 1, 2, 1, 1, 4, 13, 1]",0.31
32,"[4, 16]","[1, 1, 2, 1, 1, 1, 2, 1, 1, 1, 4, 1]",0.37
33,"[5, 9]","[1, 2, 1, 1, 2, 1, 1, 1, 1]",0.25
34,"[1, 1, 1]","[2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1]",0.19
35,"[1, 1]","[3, 1, 1, 1, 1, 1, 5, 2, 1, 2, 1, 1, 1, 1, 1]",0.25
36,[2],"[3, 1, 1, 1, 1, 3, 7, 2, 2, 1, 1, 1, 2, 2]",0.3
37,"[2, 5, 1]","[4, 1, 1, 2, 1, 6, 7, 1, 1, 2, 1, 2]",0.37
38,"[7, 8, 1, 1]","[4, 1, 1, 1, 6, 1, 1, 7, 1]",0.4
39,[7],"[4, 1, 2, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1]",0.3
40,"[8, 1, 1, 1]","[1, 5, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.3
41,[3],"[1, 5, 2, 1, 4, 1, 1, 1, 1, 2, 1, 2, 1]",0.26
42,"[1, 1]","[3, 5, 3, 4, 1, 1, 1, 4, 1, 3, 1, 2]",0.31
43,"[5, 3, 4, 5]","[3, 1, 2, 1, 2, 1, 1, 1, 5, 1, 1, 2]",0.38
44,"[1, 8]","[3, 1, 4, 1, 5, 1, 3, 1, 1, 1, 1, 1]",0.32
45,"[3, 8, 5, 1]","[1, 4, 1, 1, 2, 1, 1, 1, 1]",0.3
46,"[1, 5, 5, 1]","[1, 1, 1, 1, 1, 1, 1, 1]",0.2
47,[1],"[1, 1, 1, 1, 1, 1, 6, 1, 1]",0.15
48,"[9, 1]","[1, 1, 1, 1, 1, 1, 6, 1, 1]",0.24
49,[],"[1, 1, 1, 2, 1, 1, 1, 1, 6, 2, 1, 2, 1]",0.21
50,"[1, 3, 12]","[1, 1, 2, 1, 1, 1, 1, 1, 2, 2, 2, 1, 1]",0.33
51,"[2, 2]","[1, 1, 2, 3, 1, 1, 1, 1, 2, 1, 3, 1, 1]",0.23
52,[1],"[1, 1, 2, 6, 1, 1, 1, 2, 1, 1, 4, 2, 1]",0.25
53,"[3, 4]","[1, 4, 6, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1]",0.3
54,"[2, 7, 6, 1]","[1, 10, 1, 1, 1, 1, 2]",0.33
55,"[1, 13, 3, 1]","[1, 2, 1, 2, 1, 1, 1, 1]",0.28
56,[],"[1, 1, 9, 1, 1, 3, 1, 1, 2]",0.2
