step,fire_size,cluster distr,mean tree density
57,[10],"[1, 1, 2, 1, 2, 1, 1, 3, 1, 3, 1]",0.27
58,"[8, 3]","[1, 2, 1, 3, 1, 1, 1, 1, 2, 2, 1]",0.27
59,[3],"[2, 1, 1, 3, 1, 1, 1, 1, 1, 2, 2, 1, 3, 1]",0.24
60,"[1, 3]","[2, 1, 1, 3, 1, 3, 1, 2, 2, 1, 1, 1]",0.23
61,"[6, 1, 6, 4, 2]","[1, 1, 1, 1, 1, 1, 1, 2, 1]",0.29
62,"[5, 1]","[1, 1, 1, 1, 2, 2, 2, 1, 2, 1, 4]",0.24
63,[],"[2, 1, 4, 3, 2, 2, 4, 6]",0.24
64,[1],"[2, 5, 1, 1, 8, 3, 6, 9]",0.36
65,"[8, 5, 10]","[2, 1, 1, 3, 6]",0.36
66,"[2, 7]","[5, 4, 1, 1, 1]",0.21
67,"[11, 1]","[1, 1, 1, 2, 1, 1, 2]",0.21
68,"[1, 2]","[1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 2]",0.18
69,[3],"[1, 1, 1, 1, 2, 1, 2, 1, 1, 7, 2, 3, 1]",0.27
70,"[2, 8, 2]","[5, 1, 2, 2, 2, 2, 1, 3, 3, 1]",0.34
71,"[1, 5]","[5, 1, 2, 2, 2, 3, 1, 3, 1, 1, 1]",0.28
72,[2],"[6, 1, 2, 2, 2, 1, 3, 1, 4, 1, 1, 1, 1]",0.28
73,"[3, 4, 4]","[6, 1, 1, 1, 2, 2, 1, 1, 1, 1, 2, 1]",0.31
74,[],"[6, 2, 1, 2, 3, 1, 2, 1, 1, 1, 2, 1, 2, 2, 1]",0.28
75,"[6, 1]","[2, 7, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 1, 2, 2]",0.33
76,"[2, 1]","[2, 7, 1, 1, 1, 3, 1, 1, 1, 1, 1, 6, 2, 1, 2]",0.34
77,"[1, 1, 2, 3, 6, 1]","[2, 8, 1, 1, 1, 1, 1, 2, 4, 1]",0.36
78,"[11, 3]","[4, 1, 1, 1, 3, 5, 1]",0.3
79,"[5, 6]","[1, 1, 1, 2, 1, 1, 3, 1]",0.22
80,[3],"[1, 1, 1, 3, 1, 1, 4, 1, 1, 1]",0.18
81,[1],"[1, 1, 1, 2, 4, 1, 3, 4, 1, 1, 1]",0.21
82,"[2, 5, 3, 2]","[1, 1, 1, 2, 1, 1, 1, 4, 1, 1, 1, 1, 1]",0.29
83,"[2, 1, 1, 2]","[1, 1, 2, 1, 1, 1, 1, 1, 6, 1, 1, 2]",0.25
84,[3],"[1, 1, 1, 2, 2, 1, 1, 2, 1, 1, 6, 1, 1, 1]",0.25
85,"[5, 1, 3]","[1, 1, 1, 1, 3, 1, 3, 1, 2, 6, 1, 1, 1]",0.32
86,"[1, 5, 6]","[2, 1, 1, 2, 2, 3, 1, 2, 1, 1, 1, 1]",0.3
87,[],"[1, 2, 1, 4, 2, 3, 1, 1, 2, 1, 1, 1, 1, 1]",0.22
88,"[8, 8]","[1, 1, 2, 1, 1, 3, 1, 2, 1, 1, 2, 3, 2]",0.37
89,"[3, 4, 3, 1]","[1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 2]",0.27
90,"[3, 6, 1]","[1, 1, 1, 1, 1, 2, 1, 2, 2, 4]",0.26
91,[1],"[1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 4, 1, 5]",0.24
92,"[1, 5, 4, 4, 6]","[2, 3, 1, 7, 1, 1]",0.35
93,"[2, 3, 10, 1]","[1, 3, 1, 1, 1, 2, 1]",0.26
94,"[3, 1, 1]","[2, 4, 1, 1, 1, 3, 2]",0.19
95,"[2, 1]","[1, 6, 1, 1, 1, 1, 1, 1, 1, 3, 2]",0.22
96,"[1, 8, 5, 2, 1, 3]","[1, 1, 1, 2, 1, 2, 1]",0.29
97,[2],"[2, 2, 1, 1, 1, 4, 1, 3, 1, 1]",0.19
98,"[3, 2, 5, 7, 7]","[3, 1, 1, 1]",0.3
99,[],"[2, 1, 3, 1, 2, 2, 1, 1, 1, 1]",0.15
