step,fire_size,cluster distr,mean tree density
0,[],"[3, 1, 1, 1]",0.06
1,[],"[1, 3, 1, 1, 3, 1, 1, 3]",0.14
2,[],"[1, 1, 1, 3, 1, 1, 1, 1, 3, 1, 1, 1, 3]",0.19
3,[],"[1, 1, 1, 1, 6, 2, 1, 1, 3, 3, 2, 1, 1, 1, 3]",0.28
4,[],"[1, 1, 1, 1, 3, 6, 2, 1, 5, 1, 7, 3, 1, 3]",0.36
5,[],"[1, 2, 4, 1, 5, 6, 1, 5, 1, 7, 3, 1, 1, 3]",0.41
6,[13],"[15, 2, 6, 1, 7, 1, 3]",0.48
7,[],"[18, 2, 7, 1, 1, 9, 1, 3]",0.42
8,[],"[18, 10, 1, 2, 1, 10, 1, 4]",0.47
9,[],"[22, 10, 1, 2, 12, 5]",0.52
10,[12],"[23, 10, 1, 2, 1, 1, 5]",0.55
11,[],"[36, 1, 2, 1, 6, 2]",0.48
12,[37],"[1, 2, 1, 1, 6, 2, 1]",0.51
13,[],"[1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 6, 2, 1]",0.23
14,[],"[2, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 2, 1, 1, 2, 7, 2]",0.3
15,[7],"[2, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 2, 2, 5, 1, 1, 2]",0.34
16,[],"[2, 1, 1, 1, 1, 3, 1, 1, 1, 3, 1, 2, 2, 7, 1, 1, 2]",0.31
17,[],"[3, 1, 3, 1, 3, 1, 1, 1, 3, 1, 5, 2, 8, 1, 2]",0.36
18,[],"[3, 1, 1, 1, 4, 1, 3, 1, 1, 1, 1, 3, 1, 5, 2, 13, 1]",0.43
19,[19],"[3, 1, 5, 1, 1, 1, 6, 1, 1, 1, 1, 5, 2, 1]",0.49
20,[],"[3, 19, 1, 1, 2, 1, 1, 5, 1, 1, 1, 1, 1]",0.38
21,[],"[3, 21, 1, 1, 6, 7, 1, 1, 1, 1, 1, 1]",0.45
22,[],"[3, 33, 1, 8, 1, 2, 1, 1, 1, 1]",0.52
