step,fire_size,cluster distr,mean tree density
0,[],"[2, 2, 2, 1, 1, 1, 1]",0.1
1,"[1, 1, 1]","[2, 2, 1, 1, 3, 2, 1, 1, 1, 1, 1]",0.19
2,[],"[3, 2, 2, 1, 3, 2, 1, 5, 1, 1, 1]",0.22
3,[1],"[7, 4, 1, 3, 4, 2, 5, 1, 2, 1, 1, 1]",0.33
4,[],"[7, 4, 15, 4, 2, 1, 1, 3, 1, 1]",0.39
5,[24],"[7, 5, 4, 2, 1, 1, 1]",0.45
6,[1],"[7, 5, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1]",0.27
7,"[5, 12, 7]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",0.34
8,[3],"[1, 1, 1, 1, 1, 6, 1, 3, 1, 1, 1, 1, 1]",0.23
9,[1],"[1, 1, 2, 1, 1, 1, 1, 2, 8, 1, 1, 4, 1, 1, 1, 1]",0.29
10,[],"[1, 1, 2, 1, 1, 1, 2, 1, 2, 8, 1, 6, 3, 1, 1]",0.32
11,[],"[1, 1, 2, 1, 1, 1, 2, 10, 14, 3, 2, 1]",0.39
12,[36],"[1, 1, 2, 1, 1, 1, 2, 3, 2, 1]",0.51
13,"[1, 2]","[1, 2, 2, 4, 1, 1, 2, 1, 1, 1, 4, 1, 1, 1]",0.26
14,"[1, 1]","[9, 2, 1, 2, 1, 2, 1, 5, 1, 1, 1, 1]",0.29
15,[1],"[13, 3, 1, 4, 2, 1, 5, 1, 1, 1, 1, 1]",0.35
16,"[16, 4]","[3, 1, 4, 4, 1, 5, 2, 1]",0.41
17,"[8, 4, 1]","[1, 1, 1, 1, 5, 4, 1, 1]",0.28
18,"[4, 5]","[1, 1, 1, 1, 1, 3, 1, 6, 1, 1, 1]",0.27
19,[],"[1, 1, 3, 1, 1, 1, 3, 1, 8, 1, 1, 1, 1, 1]",0.25
20,[1],"[1, 1, 3, 2, 1, 1, 15, 1, 2, 1, 1, 1, 2, 1, 1]",0.35
21,"[4, 20]","[1, 1, 4, 1, 1, 1, 2, 1, 1, 3, 1]",0.41
22,[],"[1, 1, 4, 1, 1, 2, 1, 2, 1, 1, 1, 3, 2, 1]",0.22
23,"[2, 5, 1]","[8, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1]",0.3
24,[1],"[9, 1, 2, 3, 2, 2, 1, 1, 1, 1, 1, 1]",0.26
25,[1],"[11, 1, 3, 3, 2, 2, 1, 1, 2, 1, 1]",0.29
26,"[3, 11]","[1, 3, 2, 3, 1, 1, 1, 3, 1, 1, 1, 1]",0.33
27,"[1, 4]","[1, 1, 3, 2, 3, 1, 1, 3, 2, 1, 1]",0.24
