step,fire_size,cluster distr,mean tree density
0,[1],"[2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1]",0.08555555555555555
1,[2],"[4, 1, 2, 2, 1, 1, 1, 2, 1, 4, 1, 2, 4, 1, 2, 1, 1, 1, 2, 2, 3, 1, 2, 1, 1, 1, 1, 2, 1, 2, 3, 2, 1, 1, 1, 1, 2, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 1, 1, 4, 5, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 4, 1, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 5, 1, 4, 1, 1, 1, 1, 1, 3, 2, 2, 2, 3, 2, 1, 1, 3, 1, 3, 1, 1, 1, 1, 1]",0.19333333333333333
2,[14],"[4, 4, 1, 2, 2, 2, 1, 1, 1, 1, 2, 5, 1, 1, 1, 7, 4, 2, 4, 1, 1, 2, 1, 2, 5, 1, 2, 1, 1, 1, 1, 1, 2, 1, 2, 3, 2, 1, 1, 1, 1, 2, 1, 2, 1, 1, 2, 1, 1, 1, 3, 1, 1, 1, 1, 2, 1, 4, 1, 3, 1, 2, 1, 1, 6, 5, 4, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 4, 1, 2, 1, 10, 1, 2, 3, 2, 3, 1, 1, 1, 1, 5, 1, 1, 1, 1, 1, 1, 1, 3, 5, 1, 2, 1, 1, 2, 4, 3, 1, 2, 1, 1, 1, 1]",0.2588888888888889
3,[2],"[8, 5, 1, 2, 4, 3, 1, 1, 1, 3, 5, 1, 14, 4, 1, 4, 1, 1, 3, 5, 1, 2, 5, 2, 1, 1, 1, 4, 2, 1, 2, 1, 3, 4, 1, 5, 1, 3, 2, 1, 1, 2, 1, 4, 6, 1, 1, 3, 1, 1, 3, 1, 1, 1, 4, 1, 4, 2, 3, 1, 2, 3, 7, 5, 2, 1, 4, 2, 1, 1, 2, 3, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 4, 1, 2, 16, 11, 1, 2, 3, 2, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 2, 3, 8, 2, 1, 1, 1, 1, 1, 4, 4, 2, 3, 2, 2, 1, 1, 1, 1]",0.3288888888888889
4,"[3, 14, 15, 32]","[8, 6, 1, 3, 4, 3, 1, 1, 2, 3, 6, 16, 1, 1, 1, 4, 1, 6, 6, 2, 1, 3, 5, 1, 4, 1, 1, 2, 1, 1, 3, 5, 1, 1, 3, 2, 1, 1, 7, 1, 5, 6, 1, 1, 3, 1, 1, 1, 1, 7, 2, 3, 1, 7, 3, 1, 5, 2, 1, 1, 5, 4, 1, 1, 3, 1, 1, 3, 2, 2, 1, 20, 2, 1, 12, 3, 1, 4, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 10, 2, 1, 9, 1, 11, 2, 2, 2, 2, 1, 1, 1]",0.4
5,"[6, 14, 4, 4]","[17, 6, 1, 5, 5, 4, 1, 1, 23, 3, 2, 1, 11, 8, 1, 3, 5, 1, 4, 2, 1, 1, 1, 10, 1, 7, 1, 1, 1, 2, 1, 1, 1, 9, 1, 7, 7, 1, 3, 1, 5, 3, 1, 1, 17, 1, 8, 7, 1, 1, 1, 1, 1, 1, 1, 2, 1, 42, 2, 6, 12, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 9, 13, 1, 2, 2, 2, 2, 1, 1, 1]",0.3933333333333333
6,"[4, 10, 7, 90]","[19, 6, 1, 11, 4, 1, 1, 26, 3, 2, 2, 12, 9, 1, 4, 6, 4, 2, 1, 1, 1, 10, 8, 1, 1, 3, 2, 1, 1, 1, 10, 3, 7, 2, 3, 5, 3, 1, 1, 1, 8, 1, 2, 2, 1, 14, 1, 1, 2, 2, 3, 6, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 2, 2, 12, 1, 1, 2, 2, 2, 1, 1, 1, 1]",0.42
7,"[31, 8]","[29, 60, 1, 1, 1, 3, 2, 2, 9, 1, 1, 1, 1, 1, 4, 29, 1, 1, 3, 2, 1, 1, 12, 3, 7, 1, 3, 2, 2, 1, 1, 2, 2, 1, 1, 1, 2, 18, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 3, 6, 2, 1, 5, 1, 1, 1, 1, 2, 3, 1, 1, 1, 1, 1, 2, 3, 2, 13, 2, 1, 1, 3, 4, 1, 2, 2, 2, 2, 1, 1, 1, 2]",0.38
8,"[30, 83, 17, 2]","[1, 1, 1, 3, 1, 1, 2, 2, 9, 1, 2, 1, 1, 1, 31, 1, 1, 3, 2, 6, 1, 1, 1, 7, 1, 1, 1, 3, 3, 3, 1, 1, 2, 2, 1, 1, 10, 1, 1, 21, 1, 1, 1, 1, 1, 1, 2, 1, 3, 1, 2, 1, 5, 3, 1, 3, 1, 1, 1, 1, 2, 3, 2, 12, 1, 1, 1, 1, 1, 3, 2, 16, 2, 1, 2, 3, 1, 1, 1, 1, 2]",0.39666666666666667
9,"[2, 11]","[1, 1, 1, 1, 1, 3, 1, 1, 1, 1, 2, 3, 2, 11, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 39, 1, 2, 4, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 7, 5, 1, 1, 2, 3, 3, 2, 2, 2, 2, 1, 23, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 3, 1, 2, 1, 5, 1, 4, 1, 1, 1, 4, 17, 1, 1, 1, 2, 4, 3, 1, 2, 1, 3, 5, 16, 2, 1, 2, 1, 1, 3, 1, 1, 3, 1, 1, 1, 1, 1]",0.31777777777777777
10,"[41, 5, 41]","[1, 4, 1, 1, 4, 2, 1, 1, 1, 2, 1, 13, 3, 1, 1, 3, 1, 1, 1, 1, 2, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1, 1, 1, 2, 2, 1, 1, 4, 4, 1, 1, 2, 1, 5, 1, 1, 1, 7, 5, 1, 1, 1, 7, 3, 5, 2, 2, 2, 1, 1, 1, 1, 1, 1, 1, 1, 1, 5, 1, 3, 1, 1, 1, 2, 1, 11, 1, 4, 1, 1, 1, 1, 1, 22, 4, 1, 2, 3, 2, 1, 3, 9, 2, 2, 1, 3, 3, 1, 1, 1, 1, 1]",0.35333333333333333
