fire_size
1
3
1
2
3
2
1
2
1
3
1
1
1
4
7
1
1
2
1
2
3
2
1
2
1
3
1
4
5
1
3
2
1
4
1
2
1
7
2
1
2
8
2
9
4
6
5
1
3
1
1
4
5
1
3
2
3
6
6
1
6
16
3
8
1
4
3
6
1
2
8
8
8
24
2
8
2
30
20
2
17
5
2
16
7
2
2
6
3
10
1
5
1
2
1
9
3
22
1
10
5
12
5
9
4
6
64
2
3
44
18
6
2
18
27
7
23
5
1
17
12
2
19
6
9
1
20
5
9
1
12
2
10
31
28
1
10
2
1
10
20
1
1
3
11
21
5
2
25
1
18
1
43
47
1
39
1
8
4
3
21
2
14
19
20
1
3
9
46
25
50
9
12
14
91
54
13
9
24
12
33
2
84
68
12
10
56
31
8
2
1
1
34
25
1
27
1
9
31
28
5
17
38
1
14
1
36
1
32
51
5
33
87
211
4
52
12
81
60
31
1
11
117
51
20
1
4
2
26
9
67
103
9
4
98
36
4
8
87
24
3
21
59
24
14
74
1
29
3
31
6
794
14
1
2
25
65
65
129
63
19
25
27
32
13
21
1
163
60
23
5
19
16
39
1
63
20
4
32
243
81
13
43
12
162
41
79
59
1
12
11
83
105
223
1
44
1
8
6
6
341
1
11
1
27
13
7
2
6
47
18
1
28
333
85
6
101
48
3
1
3
160
30
2
194
186
211
6
112
79
322
1
3
310
9
219
36
1
14
3
5
42
1
5
1
21
150
16
99
329
184
111
63
48
54
3
133
1
27
22
8
3
9
19
16
1
16
71
51
1
4
3
24
13
16
10
124
16
94
2
111
115
1
8
5
1
142
3
188
32
10
1
13
3
38
25
9
4
67
23
16
23
11
55
85
3
7
1
46
34
4
1
12
5
2
20
11
37
22
115
2
5
10
2
3
8
33
102
1
12
3
3
22
1
14
1
88
17
101
5
241
6
1
83
3
32
58
4
22
1
6
22
1
5
6
12
50
19
3
16
29
203
3
7
52
40
5
3
7
26
34
10
1
13
8
83
174
8
2
2
116
1
6
38
9
102
83
82
8
10
72
1
26
35
8
136
6
15
126
1
37
3
4
1
10
10
2
151
80
9
40
1
9
8
244
36
104
10
1
72
5
1
38
15
71
2
2
15
21
25
329
138
1
84
1
19
8
19
9
6
4
31
47
5
18
20
4
12
20
5
4
38
3
3
49
7
1
45
98
116
1
212
21
23
91
5
41
13
7
9
1
78
37
54
199
17
4
85
8
13
42
3
112
43
122
3
25
93
111
35
34
17
2
13
102
24
1
1
7
63
125
103
61
113
2
37
8
6
7
28
36
7
1
48
167
2
8
97
1
4
1
73
26
53
171
154
12
1
14
83
119
167
31
12
2
1
166
87
4
115
85
5
304
52
1
2
229
9
26
26
17
24
10
18
98
45
3
140
83
236
1
15
1
5
4
208
5
10
3
2
51
1
7
11
56
13
3
54
4
2
69
1
5
3
2
9
28
94
21
8
187
175
69
11
4
22
48
6
33
8
1
98
1
174
10
3
168
27
16
28
34
9
8
1
166
2
10
1
3
19
6
1
5
1
119
2
1
38
43
10
80
1
4
100
1
3
24
21
33
9
14
9
100
153
59
1
2
1
8
3
24
63
31
23
17
4
86
3
16
10
1
8
163
44
17
1
1
27
1
26
3
10
2
3
25
28
1
9
1
20
40
2
115
32
1
10
11
8
141
5
3
32
12
37
36
20
337
14
11
54
43
1
92
17
14
1
5
3
6
1
6
6
27
69
3
39
6
1
43
1
10
22
198
9
4
4
9
4
22
5
5
1
21
10
1
12
26
1
8
1
3
52
16
11
317
9
160
1
22
4
126
8
2
26
87
6
11
1
5
29
7
3
22
82
28
6
149
1
197
2
61
4
7
10
107
23
4
1
2
7
22
133
58
34
19
97
4
3
89
22
1
116
3
8
2
27
55
321
144
2
37
23
1
12
1
16
1
5
44
20
20
138
13
22
73
9
68
15
29
1
19
