fire_size
7
7
12
10062
5
8
1041
8602
1
1343
31
957
168
6
144
8929
1
5
1
43
7
6432
133
2395
48
5
140
3
1562
5491
280
28
946
8
8641
8
9839
1
89
12
27
2090
610
5
3250
1919
221
1735
1
103
15
5397
19
438
8
7
685
2238
6992
1
1
4
13
2515
125
81
93
55
7184
1
1
2
2
227
3869
6465
1
90
13
754
3125
132
1216
726
3
3194
48
1776
34
6
4939
97
357
26
10686
12
5
2
40
33
4
1
551
10404
1
9172
7
18
80
1043
7673
780
5738
1
2
2712
6
157
56
5258
1
1
145
2
4578
33
3205
5
1
1
6
4
2380
4488
4
346
6
9085
4
6
314
112
4846
8
1
17
4
8244
1
53
7
4
3
10
1
168
2723
220
7622
2
4
9722
1
11
1
29
10
43
10094
22
1107
8888
1
1
104
8584
2
243
3
55
452
396
11007
2
11377
22
2
11
1
1
10248
9
1
2
8
120
10136
3
1
50
20
9
950
8687
10
4911
3
4897
1
108
116
54
7
7268
9
21
3574
29
539
177
1
4707
32
7
1
9005
1
5
351
23
10580
8
394
102
2
9515
1
50
38
113
2787
483
40
2
9
4392
2013
2524
3
934
111
158
10101
1
30
17
30
1796
6086
24
2055
6
1
20
65
7150
334
802
669
3
9
12
28
2404
26
4536
73
263
1
2666
11
3307
11
21
2
7400
5
138
9
1
6
758
12
6287
49
670
5
3701
38
5842
1
3777
771
175
1554
26
31
2650
1
3
15
4677
89
4
4
1
2
12
7630
36
110
100
14
4
33
9047
5
1
8
19
6114
1
10
10
13
11049
4
1
1488
2132
5172
8
20
10280
19
3
5
12
161
1161
103
5028
2937
3
10
1
10542
4
2
22
175
254
2932
1643
4382
10
7430
2996
43
2
6148
1
57
1
1757
147
429
1896
1511
5
7111
6
14
3185
21
50
199
19
10
3912
1151
9
2869
41
14
1333
77
768
23
5029
78
129
1
32
13
2571
8
2
1177
6
69
6010
44
763
956
5
1
62
1170
1743
301
10573
7
10585
31
43
1158
10961
1
4
29
904
6486
195
1088
3
11
65
6
3735
30
6989
691
52
1
1
7617
1
2
265
118
4
1200
7
1856
2588
6064
927
380
22
1
31
1
2840
5
7717
138
114
11
290
66
7
2235
1
29
186
3
2
2
6941
23
35
444
8
6
2823
2
6715
61
167
2049
8304
127
1
37
3
8
40
1801
9
12
6598
25
44
11
49
9
3552
1
8375
3
2591
21
230
13
415
70
7526
984
99
22
6472
2798
2
56
79
2010
5
9122
4
1
13
661
1727
43
486
4
1
7959
9
71
2
164
9883
1
17
9
27
1
5
3
3146
4
3
6
59
9136
5
1
4
104
6027
14
2
305
1
5427
157
1
1068
1
22
130
16
391
9903
38
1
47
4
2
2
14
13
7
2898
5469
587
4
1
836
8616
14
13
2344
6357
1
553
6
1310
223
7274
1
12
233
1
428
27
7146
32
1
2
2
16
44
1174
1
7553
1
19
21
665
4
22
1719
264
7804
6
23
1312
8516
116
9473
1
108
27
15
96
7586
17
1
1412
3
1
35
735
8
1712
1997
219
3526
295
2
1
66
10450
7
2
50
24
4660
8
1754
1
10
14
7687
7
4
3400
10
1346
9
9
42
7932
130
1
1
59
8170
11
10240
2
1
11
944
7769
151
1
2
242
2
1801
13
7984
1
3
3
7
2
3467
62
3988
7
6
21
586
7
1004
9080
1
245
447
45
630
3449
2
5783
1
10
42
317
62
9114
3
2
9
505
8324
4
985
262
1
7915
5
278
16
1033
1120
8199
2
17
2861
5866
2
4
3
19
1349
682
364
1092
406
7
8344
41
33
694
3
197
4895
7
4
17
11
10454
4
11
103
5289
29
2140
689
912
1
3
7004
27
6
931
362
10236
6
13
32
2650
2
1815
1
4608
26
57
5343
9
44
4613
11
356
5275
9
481
9890
77
533
96
65
8410
2
2
3
20
13
1096
9560
14
408
9604
6
3
2
554
7778
9
31
69
21
3360
525
4472
245
2357
34
11
1
79
6283
1
2
413
1744
7451
67
5
10
1528
42
476
9
153
6
7464
120
3
416
1851
6829
457
5
1
5687
3
2911
960
1
1
10
4569
4760
32
353
5
4793
5
5904
2
5
5153
63
107
18
1
4880
31
78
29
705
8
2457
6
350
1
15
6312
236
2382
6
1
3
2
2639
28
4374
12
466
1560
37
2
488
2
4
2248
1
50
5761
1569
64
4273
14
324
115
4
8
11
5290
4
1353
1
6583
1899
3
1
6512
140
16
4347
17
1
2848
36
3289
3
5
7706
1
12
1
4305
1
3813
1586
1
90
1554
7977
3
1067
5
8333
6
165
124
18
1107
1493
1
7192
2
4
6
12
9856
20
7
62
6
63
9351
1
1
12
5
8228
14
4
1160
5
6
12
1
3
3320
122
1
4537
2
5
20
3
687
91
9055
13
24
19
11328
5
348
95
9707
1
4
17
445
148
3
10434
1
10
15
9
20
1
187
4790
33
1879
25
3
1
3345
37
8
4666
10
1727
16
2877
2201
2976
234
46
16
10879
4
6
14
9
8655
399
1
30
10
64
27
8
1
12
204
109
150
9308
1
5
37
23
475
191
10418
3
32
68
134
20
447
1389
6
6123
6
1
1085
3
507
1
9545
7
1
7
16
9265
31
106
638
11
8
93
1621
7860
7
117
1
5
116
90
5028
2025
1514
1
9267
8
101
20
16
118
4175
1865
8873
31
3
46
6114
5
4223
2213
4
112
186
2178
46
7
57
4039
12
2764
11
9
9553
4
10
84
6188
3
87
4050
2312
4912
76
5584
1
75
1
3353
12
1
11
22
114
5136
13
151
3769
109
1940
105
3272
24
7
715
27
7764
27
1
61
98
2183
6302
1702
8
32
1
5476
646
1645
666
6
2
44
995
143
691
49
2526
462
8
3603
1376
461
6
44
1565
377
457
1
9753
4
4
69
5537
5
9
2852
182
8
3
1387
4
11
8
3
456
8345
14
3
1
1482
322
1
596
4111
3699
93
3
3
3
1
4
705
30
74
113
33
1
10396
3
20
1046
340
1381
2009
11
14
62
7060
8
1761
5
1535
1
917
5
7193
1
1783
92
6
6864
594
328
1
3
2
50
355
6214
1
14
11545
5
10
34
1
7167
45
3116
781
5207
10
7
4546
4461
4
10
5570
3
1
4857
247
2085
2023
2
67
24
4998
114
4988
3
19
2
519
105
3847
14
1
5
14
7221
212
2654
11
1
8673
15
858
1
4
9979
9
1
4
9
3
11
17
4
653
2110
402
3264
7
433
13
8179
12
25
2
1650
458
3
236
28
7660
172
3
2
3
12
7
2120
374
47
22
17
326
12
3741
4330
2
27
2
458
67
382
7184
2
13
1924
140
2893
9
1467
16
7
5353
311
580
20
111
37
1
5309
525
3
4108
4
313
1
1
5103
6
148
1
4
7
106
28
152
24
7252
1
1069
1937
3
14
4
64
38
6
185
15
70
2
11120
21
36
8695
54
34
13
9830
1
15
1
277
590
629
3187
4107
213
11
14
58
10659
4
2
2
7
14
256
80
137
13
5375
2898
9
10
76
8649
1
3
33
2
300
27
842
373
124
640
442
4352
4
2
433
6477
28
1297
3
4
44
3188
1168
11
5
1
7928
6
10
3801
7172
5
22
7
5959
79
14
139
2698
23
2710
3
101
2
8420
183
2487
8718
8
1
91
2
40
2961
20
7739
2
11
52
3310
32
4878
10
1
4572
2
2601
2712
783
17
6300
741
543
5
1
8874
1
81
1
9
92
729
9922
10
31
34
200
1711
128
926
6940
20
75
77
5536
1018
5
4
73
1056
31
7131
3
1
4
305
1
750
10318
3
7
1091
6
5335
7
3
3725
540
14
1522
7220
2
1971
2
87
3910
1136
1813
485
2
2
2349
6
7938
3
156
6868
28
32
2821
3
4929
1671
390
1
47
3
1817
3959
521
6
374
1227
441
31
7798
11
138
57
11569
2
103
149
174
1748
6685
581
28
202
1
102
3
26
8454
26
11
482
1
8
6
3945
2237
305
1
848
1
11
5
34
125
20
9029
117
445
161
52
8759
352
151
1158
12
8743
3
1566
4
30
2295
1494
4404
24
1578
3334
3
9
1778
673
105
78
1
2
3170
88
6
6
2
128
708
4732
1
193
22
7179
1
3949
184
488
174
5
5860
2899
30
166
3274
1
3125
591
1250
4
9058
2
9
12
10
11380
17
5
32
738
7468
1
18
1145
278
6300
502
1
12
5
9727
12
17
16
32
3894
994
1741
1793
14
427
5197
1
1279
5
4
1
2
9655
11
1164
45
1015
4
57
391
7476
1
2
37
7
7255
75
4
5
2457
6
6
802
5971
1
498
4
10
2203
16
2905
3414
487
10
149
6
79
5
11809
8
24
36
690
8921
129
14
5
144
4465
10
518
29
190
1
3873
408
11
907
23
3193
289
362
2343
22
7691
2
2
11
1
2
9256
38
1
1
6
129
3147
1
6089
11
3
20
15
11
45
690
419
1269
62
7960
1296
3
565
2716
1
310
6555
2
4186
1
72
7
23
4954
33
1643
25
211
273
5443
42
1229
7
9
9571
1
820
2
297
1
2
2703
1
1
1
7615
18
1
190
384
33
10284
1
13
1
8234
1
1247
38
1
3146
131
2800
178
372
4388
3
6218
83
2
91
7
37
4165
6622
2
3
9
3575
585
44
59
7595
186
14
3347
252
1
7697
4
4
5
3442
566
5
1037
8589
6
1069
5
2
4491
61
2528
49
2003
162
1
73
958
99
9558
15
8
13
19
107
9175
3
363
81
417
4706
2135
17
3
1926
42
82
6535
157
730
1065
587
5050
462
3775
4
1453
7
357
1387
10046
68
708
7075
1385
285
28
50
452
1778
149
2332
2
30
19
9089
12
1611
5
24
1472
3742
2
446
634
402
402
3725
54
4087
3
6
4
4
2
95
1894
14
1107
