fire_size
1
1
1
2
1
1
1
7
2
9
2
6
2
7
3
4
1
2
9
2
1
8
4
1
5
2
1
2
1
1
2
2
5
3
1
6
1
5
8
1
2
4
5
2
5
16
1
3
3
1
1
5
6
1
7
1
6
4
1
16
13
13
19
4
3
7
25
3
3
1
6
1
9
12
12
39
5
1
4
7
29
3
6
1
30
3
55
1
1
21
23
1
3
1
64
24
62
3
62
4
4
11
66
2
16
2
57
58
16
46
45
15
19
114
204
3
67
6
31
11
6
4
221
85
2
50
61
8
1
8
76
58
228
93
247
1
38
67
68
59
1
4
42
33
218
19
446
16
252
97
198
29
128
10
148
750
10
199
376
81
515
52
3
67
398
165
88
53
792
138
19
1724
518
3
896
36
11
36
20
494
28
96
17
5
500
805
8
4
506
3
3
3
332
1304
444
1
2974
167
332
537
53
6
4
3
3
3
5
32
544
1163
89
43
559
1278
247
225
1
18
4
9
970
1
198
172
1
72
76
47
5
7
1
8
6
5
38
457
740
7
1
346
277
64
37
12
77
83
1
1
57
131
2
8
10
533
4
3
5
42
3
16
1
1
140
3
9
2
2
2124
4
125
14
55
218
1618
7
486
8
6
2
8
2
4
1
48
1
1
931
7
4
629
5
5
86
4
177
8
3
9
878
7
1
807
48
53
1
30
76
1
107
194
1
3
1
137
1
15
7
2
158
4
32
4
95
3
9
67
3
743
6
355
31
408
11
3
2
140
12
1
1
44
23
97
6
32
2
188
91
8
2
5
237
45
96
68
5
39
4
61
332
406
8
626
1
5
23
387
11
168
546
7
13
4
28
22
44
88
17
4
504
195
661
441
4
10
1836
192
54
152
10
3
5
1
15
791
681
3
491
18
2
7
48
35
4
13
112
28
27
7
105
13
7
658
39
1
442
27
1
18
2
534
182
2455
1
254
12
1034
463
81
1
1832
118
15
43
24
105
4
2
9
390
4
1
141
1
524
1738
21
291
1
186
536
18
2960
437
110
45
146
6
6
11
131
458
1197
36
111
3
3
75
104
654
301
105
5
237
19
265
1
6
3
1
12
3
62
6
1
5
2
55
1
1
17
7
19
11
35
87
48
17
37
17
1
250
3
93
129
3
3
4
1
135
342
3
9
26
33
199
144
1
311
3
14
133
31
60
19
1
5
264
26
43
297
4
24
51
1
1125
42
4
1
4
136
1
6
96
14
67
17
1
2
420
532
16
26
299
64
6
23
95
7
2
2
15
5
33
5
1311
11
1
7
2
3
5
4
1
12
1204
141
2
2
5
164
30
419
18
4
11
9
12
17
36
9
911
1
99
1162
1
15
184
6
1878
109
19
216
4
33
142
15
1
404
1
6
188
562
19
596
217
284
278
938
13
1
2
42
3
37
1
1146
53
11
1020
12
336
2
13
12
31
8
39
1
110
28
394
11
245
2
781
46
2
301
96
2
318
5
167
3
113
4
40
614
301
85
4
483
1
10
93
1
3
2
62
144
138
6
4
55
25
1
3
656
6
1
1389
1
807
1
197
1764
4
10
11
846
295
4
1
18
70
103
156
36
633
157
34
1042
27
17
2
38
481
1
1
71
5
712
1
11
30
14
8
2063
288
1
4
104
298
16
50
50
6
109
10
5
15
1
176
121
97
50
57
1361
62
31
523
4
108
5
45
88
9
8
4
1
23
99
