L,p,f,steps,param_id,run_id,num_fires,mean_size,max_size,remaining_trees,raw_file,perstep_file
256,0.01,0.001,1000,1,1,20864,20.49616564417178,325,20796,/home/ijsbrand/CMS/CS/Project/CSS_project-19/data/RQ3/experiment_3/fires_param1_L256_p0.01_f0.001_steps1000_id1_20260122T192700Z.csv,/home/ijsbrand/CMS/CS/Project/CSS_project-19/data/RQ3/experiment_3/perstep_param1_L256_p0.01_f0.001_steps1000_id1_20260122T192700Z.csv
